Mimicking,Log_prob
"Our only conclusion is that we're getting there, America, because the American people have put in their unwavering trust and strength. This journey may be arduous, yet it brings forth an emerging tapestry of hope interwoven with tenacity. Every challenge we face acts as a catalyst for growth, revealing the incredible capacities that lie within us. Let’s harness this momentum, forging a collective spirit that transcends obstacles, as we boldly stride towards the horizon of possibility.","in+;+-5.7888184528565034e-05|;| their+;+-0.057420164346694946|;| unwavering+;+-0.4698604345321655|;| trust+;+-3.3969786167144775|;| and+;+-0.43594011664390564|;| strength+;+-4.434688568115234|;|.+;+-0.0037779819685965776|;| This+;+-2.26676082611084|;| journey+;+-0.28741928935050964|;| may+;+-4.552158832550049|;| be+;+-0.2886017858982086|;| arduous+;+-1.700481653213501|;|,+;+-0.0013150011654943228|;| yet+;+-0.5513124465942383|;| it+;+-0.7305790185928345|;| brings+;+-5.478143692016602|;| forth+;+-0.4550537168979645|;| an+;+-1.378462314605713|;| emerging+;+-9999.0|;| tapestry+;+-0.7728070616722107|;| of+;+-0.09075574576854706|;| hope+;+-0.9029667377471924|;| inter+;+-4.48756742477417|;|woven+;+-0.00048775310278870165|;| with+;+-0.004111880902200937|;| ten+;+-1.5788990259170532|;|acity+;+-0.0007100477814674377|;|.+;+-0.002230667509138584|;| Every+;+-2.792511463165283|;| challenge+;+-1.9774553775787354|;| we+;+-1.2410327196121216|;| face+;+-0.17882828414440155|;| acts+;+-4.170441150665283|;| as+;+-0.028112491592764854|;| a+;+-0.015155432745814323|;| catalyst+;+-0.10572473704814911|;| for+;+-0.3516118824481964|;| growth+;+-1.0379172563552856|;|,+;+-0.09324785321950912|;| revealing+;+-4.389439105987549|;| the+;+-0.38977184891700745|;| incredible+;+-4.260162353515625|;| capacities+;+-6.6938652992248535|;| that+;+-2.8664989471435547|;| lie+;+-0.17838557064533234|;| within+;+-0.018663374707102776|;| us+;+-0.21953976154327393|;|.+;+-0.18125836551189423|;| Let+;+-0.9462198615074158|;|’s+;+-0.40178388357162476|;| harness+;+-1.4561034440994263|;| this+;+-0.07655420154333115|;| momentum+;+-0.2413535714149475|;|,+;+-0.0663742646574974|;| forging+;+-3.152268886566162|;| a+;+-2.704176425933838|;| collective+;+-1.388971209526062|;| spirit+;+-0.7675005793571472|;| that+;+-0.06798002868890762|;| transc+;+-4.157683372497559|;|ends+;+-4.320199877838604e-07|;| obstacles+;+-3.761350393295288|;|,+;+-0.8385723233222961|;| as+;+-2.2318801879882812|;| we+;+-0.007202528417110443|;| boldly+;+-3.838845729827881|;| stride+;+-0.6763013005256653|;| towards+;+-1.541590929031372|;| the+;+-3.230380058288574|;| horizon+;+-0.9077333211898804|;| of+;+-0.013243292458355427|;| possibility+;+-0.4702996611595154|;|.+;+-0.02241445705294609"
"But as the President suggested, when we unveil the guidelines that the team has been working tirelessly to develop, it will serve not only as a roadmap but as a beacon of hope for our collective future. Each step taken will illuminate the path ahead, inviting participation from every corner of society. Only through shared commitment and attentiveness can we forge a landscape that honors diversity while nurturing our common aspirations. Together, we shall rise.","working+;+-0.0011905835708603263|;| tirelessly+;+-0.8034809827804565|;| to+;+-0.5232118964195251|;| develop+;+-1.579325556755066|;|,+;+-6.511406809295295e-06|;| it+;+-0.8631423115730286|;| will+;+-0.03273458033800125|;| serve+;+-2.2285189628601074|;| not+;+-2.579145908355713|;| only+;+-0.550665557384491|;| as+;+-0.016043871641159058|;| a+;+-0.0006037878338247538|;| roadmap+;+-0.2981365919113159|;| but+;+-0.0699956864118576|;| as+;+-0.8713589310646057|;| a+;+-0.07895874977111816|;| beacon+;+-0.32896310091018677|;| of+;+-0.017556598410010338|;| hope+;+-0.006727564614266157|;| for+;+-0.4191354215145111|;| our+;+-0.8062549233436584|;| collective+;+-1.0360658168792725|;| future+;+-0.3881703019142151|;|.+;+-3.128163257315464e-07|;| Each+;+-0.9901684522628784|;| step+;+-1.7821826934814453|;| taken+;+-1.6501507759094238|;| will+;+-0.8930920958518982|;| illuminate+;+-1.8390028476715088|;| the+;+-0.4849601984024048|;| path+;+-0.10488808155059814|;| ahead+;+-2.6524932384490967|;|,+;+-0.0075323255732655525|;| inviting+;+-2.0967049598693848|;| participation+;+-1.8475525379180908|;| from+;+-0.5831228494644165|;| every+;+-0.489230215549469|;| corner+;+-0.06413588672876358|;| of+;+-0.012619479559361935|;| society+;+-2.17621111869812|;|.+;+-0.00022272850037552416|;| Only+;+-9999.0|;| through+;+-0.311336874961853|;| shared+;+-1.3543649911880493|;| commitment+;+-0.977922797203064|;| and+;+-0.5836653113365173|;| attent+;+-9999.0|;|iveness+;+-4.704065213445574e-05|;| can+;+-0.13045673072338104|;| we+;+-3.023293538717553e-05|;| forge+;+-2.958402395248413|;| a+;+-0.3984264135360718|;| landscape+;+-2.7162768840789795|;| that+;+-1.9944140911102295|;| honors+;+-3.6941025257110596|;| diversity+;+-3.0855283737182617|;| while+;+-1.1900525093078613|;| nurturing+;+-2.2313876152038574|;| our+;+-2.470888614654541|;| common+;+-0.6213868260383606|;| aspirations+;+-0.15812616050243378|;|.+;+-0.5351327657699585|;| Together+;+-0.6946410536766052|;|,+;+-0.0002593130338937044|;| we+;+-0.1889122724533081|;| shall+;+-1.480878472328186|;| rise+;+-0.41411882638931274|;|.+;+-0.11391409486532211"
"So--no, we were always going to get it. We never had a problem with it. Let's shift our mindset and explore the possibilities before us. Each setback can be reframed as an opportunity, a catalyst for creative solutions. Together, we can cultivate a spirit of innovation, enhancing our capacities. With collective wisdom and shared resolve, we can chart a course toward a future that is not just sustainable, but thriving and vibrant for all.","Let's+;+-1.052985429763794|;| shift+;+-0.9669490456581116|;| our+;+-0.3922033905982971|;| mindset+;+-2.7365944385528564|;| and+;+-0.639293909072876|;| explore+;+-3.761354446411133|;| the+;+-0.20884856581687927|;| possibilities+;+-0.41933155059814453|;| before+;+-3.0330843925476074|;| us+;+0.0|;|.+;+-0.0023330706171691418|;| Each+;+-1.787234902381897|;| setback+;+-1.3498201370239258|;| can+;+-1.8989709615707397|;| be+;+-1.1094582080841064|;| refr+;+-1.5343949794769287|;|amed+;+-6.630610641877865e-06|;| as+;+-0.008924415335059166|;| an+;+-0.2256593108177185|;| opportunity+;+-0.02284916676580906|;|,+;+-1.7827084064483643|;| a+;+-0.4407418966293335|;| catalyst+;+-2.5158040523529053|;| for+;+-0.019955798983573914|;| creative+;+-3.4573490619659424|;| solutions+;+-0.4634557068347931|;|.+;+-0.567648708820343|;| Together+;+-1.8639435768127441|;|,+;+-0.0003542926860973239|;| we+;+-0.07659637928009033|;| can+;+-0.5162733793258667|;| cultivate+;+-2.5198891162872314|;| a+;+-0.9406998753547668|;| spirit+;+-1.5125391483306885|;| of+;+-0.003462390974164009|;| innovation+;+-0.6265665292739868|;|,+;+-0.6506146788597107|;| enhancing+;+-9999.0|;| our+;+-0.07885243743658066|;| capacities+;+-4.181381702423096|;|.+;+-4.06777286529541|;| With+;+-1.6823550462722778|;| collective+;+-1.8344895839691162|;| wisdom+;+-1.5008447170257568|;| and+;+-0.5235315561294556|;| shared+;+-1.0301069021224976|;| resolve+;+-2.1538333892822266|;|,+;+-0.00039063513395376503|;| we+;+-0.1142066940665245|;| can+;+-1.4614105224609375|;| chart+;+-1.8484219312667847|;| a+;+-0.028842775151133537|;| course+;+-0.30176717042922974|;| toward+;+-1.205923080444336|;| a+;+-0.6558853983879089|;| future+;+-0.629558265209198|;| that+;+-0.9691655039787292|;| is+;+-2.7173376083374023|;| not+;+-0.07035073637962341|;| just+;+-1.2221556901931763|;| sustainable+;+-1.8833831548690796|;|,+;+-0.42947933077812195|;| but+;+-6.704273118884885e-07|;| thriving+;+-0.6721279621124268|;| and+;+-3.260982036590576|;| vibrant+;+-0.6565607190132141|;| for+;+-0.06796432286500931|;| all+;+-0.6401467323303223|;|.+;+-0.02797698974609375"
"All I'm saying is this: How do you close down the greatest economy in the world? The reality is that we must not only seek to understand the implications but also cultivate ingenuity and adaptability. It’s about harnessing our collective strength, leaning on each other, and finding pathways to recovery that invigorate our spirit. Let’s commit to reinvigorating industries while prioritizing the well-being of every worker. Together, we can rise and rebuild with renewed vigor.","world+;+-1.8624639324116288e-06|;|?+;+-0.1914009004831314|;| The+;+-1.179284930229187|;| reality+;+-2.468745708465576|;| is+;+-0.017805716022849083|;| that+;+-1.6925606727600098|;| we+;+-0.19854356348514557|;| must+;+-0.3899123966693878|;| not+;+-2.97371768951416|;| only+;+-1.1121097803115845|;| seek+;+-2.4879417419433594|;| to+;+-1.277147889137268|;| understand+;+-1.7799160480499268|;| the+;+-0.08023082464933395|;| implications+;+-1.2509876489639282|;| but+;+-0.3308618366718292|;| also+;+-0.02570142038166523|;| cultivate+;+-4.275517463684082|;| ingenuity+;+-5.392436981201172|;| and+;+-2.391322612762451|;| adaptability+;+-0.3321673274040222|;|.+;+-0.34195077419281006|;| It+;+-1.8529770374298096|;|’s+;+-0.13623477518558502|;| about+;+-1.6357430219650269|;| harness+;+-0.9696959853172302|;|ing+;+0.0|;| our+;+-0.7547300457954407|;| collective+;+-0.019450977444648743|;| strength+;+-1.0088602304458618|;|,+;+-0.5933547616004944|;| leaning+;+-9999.0|;| on+;+-1.7016881704330444|;| each+;+-1.5164519548416138|;| other+;+-0.04026055708527565|;|,+;+-1.8767801523208618|;| and+;+-0.009735076688230038|;| finding+;+-2.6898770332336426|;| pathways+;+-0.7616357207298279|;| to+;+-1.4685856103897095|;| recovery+;+-1.163813591003418|;| that+;+-0.35950759053230286|;| invigor+;+-2.963602066040039|;|ate+;+-0.0004889304982498288|;| our+;+-0.45358535647392273|;| spirit+;+-0.2910502552986145|;|.+;+-0.04041215404868126|;| Let+;+-0.952927827835083|;|’s+;+-0.07079219818115234|;| commit+;+-3.9863333702087402|;| to+;+-0.027194919064641|;| rein+;+-9999.0|;|v+;+-0.33356550335884094|;|igor+;+-1.0445127372804563e-05|;|ating+;+-0.01251847855746746|;| industries+;+-1.8601891994476318|;| while+;+-2.8934736251831055|;| priorit+;+-1.0745364427566528|;|izing+;+-6.704273118884885e-07|;| the+;+-0.6295297741889954|;| well+;+-0.34095925092697144|;|-being+;+-1.9361264946837764e-07|;| of+;+-0.0013307139743119478|;| every+;+-1.0397589206695557|;| worker+;+-3.480912208557129|;|.+;+-2.856659173965454|;| Together+;+-0.16213162243366241|;|,+;+-0.00019293125660624355|;| we+;+-0.01210012100636959|;| can+;+-0.22761446237564087|;| rise+;+-2.518282175064087|;| and+;+-2.3851675987243652|;| rebuild+;+-1.5567083358764648|;| with+;+-1.9692448377609253|;| renewed+;+-1.1848924160003662|;| vigor+;+-0.4795176088809967|;|.+;+-0.08491382002830505"
"When we think of more than 619,000 Americans having tested positive, more than 45,000 having lost their lives, we must also celebrate the unwavering spirit that has blossomed amidst this darkness. Acts of kindness have surged, weaving a tapestry of community support that defies despair. Neighbors reaching out, healthcare workers persevering, and families finding new ways to connect—these are the threads that strengthen our collective resolve, reminding us that hope endures even in the most trying times.","lost+;+-5.438573680294212e-06|;| their+;+-4.320199877838604e-07|;| lives+;+-1.2664456789934775e-06|;|,+;+-4.47757811343763e-05|;| we+;+-0.6123836636543274|;| must+;+-0.3353268504142761|;| also+;+-0.6115682125091553|;| celebrate+;+-3.761415958404541|;| the+;+-0.00842710305005312|;| unwavering+;+-2.184110641479492|;| spirit+;+-0.02665821649134159|;| that+;+-0.950566291809082|;| has+;+-0.48420682549476624|;| bloss+;+-3.981083869934082|;|omed+;+0.0|;| amidst+;+-0.5113236904144287|;| this+;+-2.218306064605713|;| darkness+;+-3.721050977706909|;|.+;+-8.180258191714529e-06|;| Acts+;+-1.4870238304138184|;| of+;+0.0|;| kindness+;+-0.0022637327201664448|;| have+;+-3.7159857749938965|;| surged+;+-1.1677517890930176|;|,+;+-0.14789871871471405|;| weaving+;+-3.674272298812866|;| a+;+-0.11926528066396713|;| tapestry+;+-0.2070980817079544|;| of+;+-4.191489642835222e-05|;| community+;+-4.3188910484313965|;| support+;+-0.9217666983604431|;| that+;+-0.8791314959526062|;| def+;+-3.1394777297973633|;|ies+;+-3.4285862057004124e-05|;| despair+;+-0.45708516240119934|;|.+;+-3.762356209335849e-05|;| Ne+;+-0.8420034646987915|;|ighbors+;+-8.061054359131958e-06|;| reaching+;+-3.162257194519043|;| out+;+-0.00028398085851222277|;|,+;+-0.0059227547608315945|;| healthcare+;+-2.2604541778564453|;| workers+;+-0.5882391333580017|;| persever+;+-9999.0|;|ing+;+-1.3306015716807451e-05|;|,+;+-0.6206868290901184|;| and+;+-0.1307665854692459|;| families+;+-0.06410826742649078|;| finding+;+-0.8624938726425171|;| new+;+-2.1506240367889404|;| ways+;+-0.017054801806807518|;| to+;+-1.318681188422488e-05|;| connect+;+-0.018018003553152084|;|—+;+-0.9085351824760437|;|these+;+-0.1995219588279724|;| are+;+-1.426076889038086|;| the+;+-0.023226143792271614|;| threads+;+-1.611377239227295|;| that+;+-0.2386636883020401|;| strengthen+;+-2.2154557704925537|;| our+;+-0.13481870293617249|;| collective+;+-0.7406272292137146|;| resolve+;+-0.8750149011611938|;|,+;+-1.5063282251358032|;| reminding+;+-0.5246591567993164|;| us+;+-4.203409844194539e-05|;| that+;+-0.11059083789587021|;| hope+;+-0.8092512488365173|;| end+;+-2.3537137508392334|;|ures+;+-3.128163257315464e-07|;| even+;+-0.5718829035758972|;| in+;+-0.007385128643363714|;| the+;+-0.06319393217563629|;| most+;+-1.539718747138977|;| trying+;+-0.29996851086616516|;| times+;+-0.12870530784130096|;|.+;+-3.881560041918419e-05"
"The next second time that I went with Dr. Birx in--to the President and said, ""Mr. President, we need to convey a sense of urgency. Our nation stands at a crossroads, and the decisions we make now will resonate for years to come. The stakes are high, and the best path forward involves collaboration and swift action. Let’s rally our resources and stand firm, ensuring that every American feels supported and safe in this pivotal moment.""","""+;+-0.7556406259536743|;|Mr+;+-0.1527850329875946|;|.+;+0.0|;| President+;+-1.3856492842023727e-06|;|,+;+-0.002521561225876212|;| we+;+-0.14226441085338593|;| need+;+-1.9645565748214722|;| to+;+-0.04506102576851845|;| convey+;+-4.078824996948242|;| a+;+-0.979670524597168|;| sense+;+-0.9613248705863953|;| of+;+-3.128163257315464e-07|;| urgency+;+-0.0014055903302505612|;|.+;+-1.2446799278259277|;| Our+;+-1.7555972337722778|;| nation+;+-2.210911750793457|;| stands+;+-1.3596293926239014|;| at+;+-0.013205762021243572|;| a+;+-0.0007268482004292309|;| crossroads+;+-0.25942128896713257|;|,+;+-0.06353788077831268|;| and+;+-0.1907874047756195|;| the+;+-0.6077454090118408|;| decisions+;+-0.5498319268226624|;| we+;+-0.6956990361213684|;| make+;+-0.001883777091279626|;| now+;+-1.3345791101455688|;| will+;+-0.02656651847064495|;| resonate+;+-1.8506791591644287|;| for+;+-0.17521661520004272|;| years+;+-1.601231575012207|;| to+;+-0.01017710566520691|;| come+;+-9.088346359931165e-07|;|.+;+-0.26381412148475647|;| The+;+-2.8748345375061035|;| stakes+;+-2.3433799743652344|;| are+;+-0.20736387372016907|;| high+;+-0.2583647072315216|;|,+;+-0.07304152101278305|;| and+;+-0.6278568506240845|;| the+;+-2.057798385620117|;| best+;+-9999.0|;| path+;+-0.8776474595069885|;| forward+;+-0.013483835384249687|;| involves+;+-2.2814652919769287|;| collaboration+;+-1.7237863540649414|;| and+;+-0.9820850491523743|;| swift+;+-4.393423080444336|;| action+;+-0.01635129004716873|;|.+;+-0.00610689353197813|;| Let+;+-0.797767162322998|;|’s+;+-0.2526395618915558|;| rally+;+-1.6456037759780884|;| our+;+-0.5925679206848145|;| resources+;+-0.33492857217788696|;| and+;+-1.4128611087799072|;| stand+;+-9999.0|;| firm+;+-1.7535254955291748|;|,+;+-0.9700319170951843|;| ensuring+;+-0.6018568277359009|;| that+;+-0.24940253794193268|;| every+;+-0.36524540185928345|;| American+;+-0.32990023493766785|;| feels+;+-0.20199716091156006|;| supported+;+-0.5158273577690125|;| and+;+-0.5311752557754517|;| safe+;+-3.726121425628662|;| in+;+-0.9631211757659912|;| this+;+-0.6955587863922119|;| pivotal+;+-1.3470453023910522|;| moment+;+-0.001304522156715393|;|.""+;+-0.03830093517899513"
"And after that, I said, ""Oh, make sure that's in the bill."" It was amazing how a simple remark could spark such spirited dialogue. Ideas flowed like water, each voice adding a unique hue to the canvas we were painting together. It reinforced my belief that every contribution matters, no matter how small. In that moment, I felt an undeniable connection—a collective heartbeat propelling us forward, determined to weave a future that reflects our highest aspirations.","how+;+-0.5826348662376404|;| a+;+-1.2910149097442627|;| simple+;+-0.24041657149791718|;| remark+;+-3.3587021827697754|;| could+;+-0.0359843485057354|;| spark+;+-0.7672470211982727|;| such+;+-0.10418294370174408|;| spirited+;+-3.2837963104248047|;| dialogue+;+-1.7981280088424683|;|.+;+-0.4142882823944092|;| Ideas+;+-0.7712265253067017|;| flowed+;+-0.24977470934391022|;| like+;+-0.3932937681674957|;| water+;+-2.1213765144348145|;|,+;+-0.13767170906066895|;| each+;+-0.30206620693206787|;| voice+;+-1.8949196338653564|;| adding+;+-0.4496878683567047|;| a+;+-1.8389265537261963|;| unique+;+-0.5376672148704529|;| hue+;+-0.9734116196632385|;| to+;+-0.00019507692195475101|;| the+;+-0.027907906100153923|;| canvas+;+-1.217475414276123|;| we+;+-0.9868824481964111|;| were+;+-0.006940328981727362|;| painting+;+-0.322104811668396|;| together+;+-0.11381707340478897|;|.+;+-0.00028374246903695166|;| It+;+-1.3107599020004272|;| reinforced+;+-4.9707441329956055|;| my+;+-1.3178929090499878|;| belief+;+-0.002990536391735077|;| that+;+-0.3584182560443878|;| every+;+-1.9601516723632812|;| contribution+;+-0.34209099411964417|;| matters+;+-0.3532373309135437|;|,+;+-0.7570077180862427|;| no+;+-2.445925712585449|;| matter+;+-7.064297824399546e-05|;| how+;+-0.0010852093109861016|;| small+;+-0.007582847960293293|;|.+;+-0.03693687915802002|;| In+;+-0.7713998556137085|;| that+;+-0.6965506076812744|;| moment+;+-0.09036474674940109|;|,+;+-0.009767891839146614|;| I+;+-0.8473986983299255|;| felt+;+-0.2366366684436798|;| an+;+-2.223376750946045|;| undeniable+;+-1.956372857093811|;| connection+;+-1.9493203163146973|;|—a+;+-1.9645140171051025|;| collective+;+-1.535161018371582|;| heartbeat+;+-0.16672609746456146|;| prop+;+-4.958418369293213|;|elling+;+-2.1008713702030946e-06|;| us+;+-0.0005832957685925066|;| forward+;+-1.3130779266357422|;|,+;+-0.24755744636058807|;| determined+;+-3.0211873054504395|;| to+;+-0.0025100242346525192|;| weave+;+-2.6958625316619873|;| a+;+-0.6150609850883484|;| future+;+-1.8656270503997803|;| that+;+-1.7939066886901855|;| reflects+;+-0.5460508465766907|;| our+;+-0.042865581810474396|;| highest+;+-3.804304361343384|;| aspirations+;+-0.1115739718079567|;|.+;+-0.009991222061216831"
"But the big thing, never quit, never give up; do something you love. When you find your passion, it ignites a fire within that propels you forward, creating a path illuminated by purpose. Each step taken, each hurdle faced, becomes a testament to your resolve. So, embrace the journey—yes, it may be bumpy, yet therein lies the beauty. Intertwined with perseverance, your love will guide you to fulfillment and countless rewards along the way.","find+;+-0.33170536160469055|;| your+;+-0.9834591150283813|;| passion+;+-0.0007621031254529953|;|,+;+-0.018713338300585747|;| it+;+-0.32352298498153687|;| ign+;+-0.37410539388656616|;|ites+;+-3.128163257315464e-07|;| a+;+-0.020503701642155647|;| fire+;+-0.18749567866325378|;| within+;+-0.0057096583768725395|;| that+;+-1.6299030780792236|;| prop+;+-0.4747280776500702|;|els+;+-5.512236498361744e-07|;| you+;+-2.7133641196996905e-05|;| forward+;+-0.01983531191945076|;|,+;+-0.1263388842344284|;| creating+;+-9999.0|;| a+;+-0.4664055407047272|;| path+;+-1.7831394672393799|;| illuminated+;+-1.5681997537612915|;| by+;+-0.011187282390892506|;| purpose+;+-0.2759556472301483|;|.+;+-0.11282997578382492|;| Each+;+-1.02763831615448|;| step+;+-0.4811341464519501|;| taken+;+-0.6419947147369385|;|,+;+-1.1315516233444214|;| each+;+-2.6216468811035156|;| hurdle+;+-1.8129470348358154|;| faced+;+-2.1419355869293213|;|,+;+-0.054104600101709366|;| becomes+;+-1.0044454336166382|;| a+;+-0.195443794131279|;| testament+;+-0.033585768193006516|;| to+;+-0.0005983081646263599|;| your+;+-0.03415815159678459|;| resolve+;+-2.074228525161743|;|.+;+-0.006907532922923565|;| So+;+-3.312823534011841|;|,+;+-0.15772244334220886|;| embrace+;+-1.7480332851409912|;| the+;+-0.1898149698972702|;| journey+;+-0.19322438538074493|;|—+;+-2.2444067001342773|;|yes+;+-9999.0|;|,+;+-4.842555426876061e-06|;| it+;+-0.7524133920669556|;| may+;+-0.43820351362228394|;| be+;+-0.05164983123540878|;| b+;+-5.869720458984375|;|umpy+;+0.0|;|,+;+-0.9923487901687622|;| yet+;+-1.8677103519439697|;| therein+;+-1.853164553642273|;| lies+;+-0.0009575550211593509|;| the+;+-0.06761499494314194|;| beauty+;+-0.0489143542945385|;|.+;+-0.7649626731872559|;| Inter+;+-9999.0|;|tw+;+-0.07608336955308914|;|ined+;+-0.5812364220619202|;| with+;+-0.08479686826467514|;| perseverance+;+-2.437666416168213|;|,+;+-0.4210699498653412|;| your+;+-0.8923206925392151|;| love+;+-1.1558434963226318|;| will+;+-1.3498404026031494|;| guide+;+-1.4048205614089966|;| you+;+-0.01567111350595951|;| to+;+-1.7689082622528076|;| fulfillment+;+-4.835870742797852|;| and+;+-0.8191549181938171|;| countless+;+-9999.0|;| rewards+;+-3.8812918663024902|;| along+;+-1.903442144393921|;| the+;+-0.0002525184245314449|;| way+;+-4.215330409351736e-05|;|.+;+-1.759734732331708e-05"
"If you're Democrat, you have automatic protection. That's years and years of people putting in their time, energy, and passion to build a framework that safeguards our values and ensures inclusivity. However, it's equally vital to extend that protection beyond party lines. Let’s cultivate an environment where every individual, regardless of affiliation, feels secure and valued. Only then can we truly celebrate our diversity and fortify the foundations of our democracy.","their+;+-1.853959321975708|;| time+;+-1.7232599258422852|;|,+;+-0.47460564970970154|;| energy+;+-1.0517432689666748|;|,+;+-3.128163257315464e-07|;| and+;+-1.9361264946837764e-07|;| passion+;+-0.6075336933135986|;| to+;+-0.39098718762397766|;| build+;+-0.6747497320175171|;| a+;+-0.01363106444478035|;| framework+;+-2.3152129650115967|;| that+;+-0.16820989549160004|;| safeguards+;+-1.1852387189865112|;| our+;+-0.28744935989379883|;| values+;+-1.6919076442718506|;| and+;+-0.6940127015113831|;| ensures+;+-3.1345033645629883|;| inclus+;+-5.002622604370117|;|ivity+;+-0.0017038638470694423|;|.+;+-0.07078064233064651|;| However+;+-2.724036931991577|;|,+;+-9.849109119386412e-06|;| it's+;+-2.1719202995300293|;| equally+;+-4.646559715270996|;| vital+;+-0.6743801832199097|;| to+;+-0.3509409725666046|;| extend+;+-2.739668846130371|;| that+;+-0.8323778510093689|;| protection+;+-0.2889716923236847|;| beyond+;+-0.9354234933853149|;| party+;+-0.11580566316843033|;| lines+;+-0.00037597675691358745|;|.+;+-0.8672116994857788|;| Let+;+-2.1121363639831543|;|’s+;+-0.12822851538658142|;| cultivate+;+-2.0513439178466797|;| an+;+-1.03055739402771|;| environment+;+-0.19489134848117828|;| where+;+-0.03156349062919617|;| every+;+-0.9394374489784241|;| individual+;+-0.3412890136241913|;|,+;+-1.1007609367370605|;| regardless+;+-0.06362804770469666|;| of+;+0.0|;| affiliation+;+-1.157120943069458|;|,+;+-0.0010349531657993793|;| feels+;+-0.09797755628824234|;| secure+;+-0.9224030375480652|;| and+;+-0.07760939002037048|;| valued+;+-0.4368487596511841|;|.+;+-0.010024980641901493|;| Only+;+-2.7434282302856445|;| then+;+-0.4234081506729126|;| can+;+-0.0028513523284345865|;| we+;+-0.0011464104754850268|;| truly+;+-0.29192793369293213|;| celebrate+;+-1.887641429901123|;| our+;+-0.5645971298217773|;| diversity+;+-0.5785181522369385|;| and+;+-0.28652477264404297|;| fort+;+-2.904799461364746|;|ify+;+-7.231182826217264e-05|;| the+;+-0.08595883101224899|;| foundations+;+-1.3392587900161743|;| of+;+-0.04148513823747635|;| our+;+-0.6865180730819702|;| democracy+;+-0.028003539890050888|;|.+;+-1.3208789825439453"
"In the last three years, ICE has arrested over 5,000 wicked human traffickers. And I must commend the tireless efforts of law enforcement and advocacy groups who work day in and day out to dismantle these networks. Together, we have made significant strides, yet the fight is far from over. It is imperative that we remain vigilant and continue to elevate our dialogue, ensuring that every victim's voice is heard and every story matters in this ongoing struggle for justice.","must+;+-2.9688031673431396|;| commend+;+-1.2378689050674438|;| the+;+-0.045956265181303024|;| tire+;+-0.9226534366607666|;|less+;+-9.088346359931165e-07|;| efforts+;+-0.0930538922548294|;| of+;+-0.005929393693804741|;| law+;+-0.7289265394210815|;| enforcement+;+-7.896309739408025e-07|;| and+;+-0.41602829098701477|;| advocacy+;+-1.3536564111709595|;| groups+;+-0.003193993354216218|;| who+;+-0.5927610993385315|;| work+;+-2.9219164848327637|;| day+;+-1.261419415473938|;| in+;+-1.3145934343338013|;| and+;+-0.00038014890742488205|;| day+;+-0.0004155377100687474|;| out+;+-1.9361264946837764e-07|;| to+;+-0.04146923869848251|;| dismant+;+-0.2707407772541046|;|le+;+-1.9361264946837764e-07|;| these+;+-0.01888226717710495|;| networks+;+-2.3127799034118652|;|.+;+-0.4316954016685486|;| Together+;+-3.385054111480713|;|,+;+-0.00045140698784962296|;| we+;+-0.09138306230306625|;| have+;+-3.041600227355957|;| made+;+-1.28775155544281|;| significant+;+-0.5335915684700012|;| strides+;+-0.013681398704648018|;|,+;+-0.5717132091522217|;| yet+;+-0.8690473437309265|;| the+;+-0.4449971914291382|;| fight+;+-1.40559983253479|;| is+;+-0.029697496443986893|;| far+;+-0.011803154833614826|;| from+;+-4.320199877838604e-07|;| over+;+-0.0003740694955922663|;|.+;+-4.5491004129871726e-05|;| It+;+-1.859782099723816|;| is+;+-0.5683693885803223|;| imperative+;+-0.7220032215118408|;| that+;+-0.036946866661310196|;| we+;+-0.0013136898633092642|;| remain+;+-0.6974968910217285|;| vigilant+;+-0.0030578074511140585|;| and+;+-1.9119453430175781|;| continue+;+-2.140878200531006|;| to+;+-0.08839171379804611|;| elevate+;+-4.78322172164917|;| our+;+-2.5594615936279297|;| dialogue+;+-5.921111583709717|;|,+;+-0.6747182011604309|;| ensuring+;+-0.7101912498474121|;| that+;+-0.14931876957416534|;| every+;+-0.36926814913749695|;| victim+;+-0.45661717653274536|;|'s+;+-1.331258773803711|;| voice+;+-1.0610439777374268|;| is+;+-0.007770359516143799|;| heard+;+-0.025290386751294136|;| and+;+-0.18871910870075226|;| every+;+-0.40821096301078796|;| story+;+-1.5803842544555664|;| matters+;+-1.4671186208724976|;| in+;+-1.107648491859436|;| this+;+-0.8422909379005432|;| ongoing+;+-1.6643285751342773|;| struggle+;+-2.2468221187591553|;| for+;+-0.4294261634349823|;| justice+;+-0.0012678514467552304|;|.+;+-0.10024119168519974"
