Mimicking,Log_prob
"Our only conclusion is that we're getting there, America, because the American people have put into practice the President's vision of resilience and strength. Together, we face these unprecedented challenges with tenacity and hope. Every day, we witness stories of courage and determination across our communities. Each act of kindness, every phone call to a neighbor, embodies the spirit of unity. As we move forward, let us remain steadfast in our commitment to each other.","into+;+-1.6405310816480778e-05|;| practice+;+-0.021035892888903618|;| the+;+-0.058650992810726166|;| President+;+-0.7511827349662781|;|'s+;+-0.00861456897109747|;| vision+;+-3.5349063873291016|;| of+;+-0.5430394411087036|;| resilience+;+-0.4517230689525604|;| and+;+-0.2947288155555725|;| strength+;+-4.404620170593262|;|.+;+-0.0823369175195694|;| Together+;+-2.005105972290039|;|,+;+-0.0005865143029950559|;| we+;+-0.39617303013801575|;| face+;+-3.2141284942626953|;| these+;+-4.157459735870361|;| unprecedented+;+-0.6400672793388367|;| challenges+;+-0.07280824333429337|;| with+;+-0.5238586664199829|;| ten+;+-3.510211229324341|;|acity+;+-2.4391956685576588e-05|;| and+;+-0.599467933177948|;| hope+;+-0.34914809465408325|;|.+;+-0.1647627055644989|;| Every+;+-2.493992328643799|;| day+;+-1.1187206506729126|;|,+;+-0.20721831917762756|;| we+;+-0.7168396711349487|;| witness+;+-0.2716659605503082|;| stories+;+-2.268061876296997|;| of+;+-0.0017580024432390928|;| courage+;+-1.0413470268249512|;| and+;+-1.2720013856887817|;| determination+;+-2.915982723236084|;| across+;+-3.3626537322998047|;| our+;+-0.36769622564315796|;| communities+;+-0.6271579265594482|;|.+;+-0.7237924933433533|;| Each+;+-4.03188419342041|;| act+;+-0.8018602132797241|;| of+;+-0.01428244635462761|;| kindness+;+-0.007717829197645187|;|,+;+-0.21184304356575012|;| every+;+-1.504109501838684|;| phone+;+-9999.0|;| call+;+-2.45848218582978e-06|;| to+;+-0.29045286774635315|;| a+;+-0.1329374611377716|;| neighbor+;+-0.009227907285094261|;|,+;+-0.07993065565824509|;| embodies+;+-9999.0|;| the+;+-0.13893604278564453|;| spirit+;+-0.04835330322384834|;| of+;+-0.35124194622039795|;| unity+;+-0.2612665593624115|;|.+;+-2.2176170349121094|;| As+;+-2.062037467956543|;| we+;+-0.02238648012280464|;| move+;+-0.6715599298477173|;| forward+;+-0.0004593862977344543|;|,+;+-0.00027825910365208983|;| let+;+-0.23654454946517944|;| us+;+-0.2378055900335312|;| remain+;+-1.0948073863983154|;| steadfast+;+-0.25183141231536865|;| in+;+-0.5066891312599182|;| our+;+-0.012251566164195538|;| commitment+;+-0.15334734320640564|;| to+;+-0.0018865150632336736|;| each+;+-1.6242942810058594|;| other+;+-0.00015991552209015936|;|.+;+-0.010178521275520325"
"But as the President suggested, when we unveil the guidelines that the team has been working diligently on, we will consider the diverse needs of our communities. Some regions may be poised for a swift transition to normalcy, while others will necessitate a more cautious approach. This balanced strategy underscores our commitment to ensuring not just safety but also a return to vibrancy in every corner of our nation. Together, we will navigate this path.","working+;+-0.00010771531378850341|;| diligently+;+-0.7239062190055847|;| on+;+-2.01772403717041|;|,+;+-0.011183394119143486|;| we+;+-0.17039243876934052|;| will+;+-0.650988757610321|;| consider+;+-9999.0|;| the+;+-0.29170265793800354|;| diverse+;+-1.0376536846160889|;| needs+;+-1.5115958452224731|;| of+;+-0.06667598336935043|;| our+;+-0.14955294132232666|;| communities+;+-0.5900526642799377|;|.+;+-0.4281322956085205|;| Some+;+-2.696425437927246|;| regions+;+-0.20814096927642822|;| may+;+-0.3901384174823761|;| be+;+-3.860262870788574|;| poised+;+-1.6722346544265747|;| for+;+-0.2519749402999878|;| a+;+-0.3078776001930237|;| swift+;+-1.5633968114852905|;| transition+;+-1.9516332149505615|;| to+;+-2.2960119247436523|;| normal+;+-0.1494855135679245|;|cy+;+-0.00372573034837842|;|,+;+-0.012850654311478138|;| while+;+-0.02861654758453369|;| others+;+-2.3557529857498594e-05|;| will+;+-1.0098108053207397|;| necess+;+-0.9694612622261047|;|itate+;+0.0|;| a+;+-0.43873026967048645|;| more+;+-0.5416707396507263|;| cautious+;+-0.10363191366195679|;| approach+;+-0.03310462459921837|;|.+;+-0.08141163736581802|;| This+;+-1.094277262687683|;| balanced+;+-2.558903932571411|;| strategy+;+-0.132229283452034|;| underscores+;+-1.8907148838043213|;| our+;+-0.030211960896849632|;| commitment+;+-0.020708180963993073|;| to+;+-0.023434612900018692|;| ensuring+;+-3.2479352951049805|;| not+;+-3.253937005996704|;| just+;+-0.5778626203536987|;| safety+;+-1.634144902229309|;| but+;+-1.8059651851654053|;| also+;+-0.07325714081525803|;| a+;+-1.7521226406097412|;| return+;+-2.382601022720337|;| to+;+-0.00023607931507285684|;| vibr+;+-1.6553369760513306|;|ancy+;+-0.0015028368216007948|;| in+;+-0.6396557092666626|;| every+;+-1.195311427116394|;| corner+;+-0.03900478407740593|;| of+;+-0.00016158436483237892|;| our+;+-0.29525744915008545|;| nation+;+-1.254762053489685|;|.+;+-0.48447996377944946|;| Together+;+-0.30197685956954956|;|,+;+-0.00017624642350710928|;| we+;+-0.016859417781233788|;| will+;+-0.30458784103393555|;| navigate+;+-0.6262459754943848|;| this+;+-0.1842481642961502|;| path+;+-0.2464696764945984|;|.+;+-1.7038261890411377"
"So--no, we were always going to get it. We never had a problem with it. But as we move forward, it’s essential to recognize the strength in our unity, the resilience we've shown. Every decision made reflects our collective commitment to overcoming these unprecedented challenges. Each step taken, however small, contributes to a brighter future. Together, we will rise above the circumstances, a testament to the enduring spirit of the American people.","But+;+-0.045009177178144455|;| as+;+-2.176084041595459|;| we+;+-0.05666079744696617|;| move+;+-0.9504824876785278|;| forward+;+-0.0011630769586190581|;|,+;+-0.006675470154732466|;| it+;+-0.8766266703605652|;|’s+;+-0.1040654331445694|;| essential+;+-1.4116153717041016|;| to+;+-0.0135214664041996|;| recognize+;+-0.6415839791297913|;| the+;+-0.31742411851882935|;| strength+;+-2.6034393310546875|;| in+;+-1.9689769744873047|;| our+;+-0.21017320454120636|;| unity+;+-0.8560100793838501|;|,+;+-1.3661985397338867|;| the+;+-0.20393463969230652|;| resilience+;+-0.27467748522758484|;| we've+;+-4.848479270935059|;| shown+;+-0.341099351644516|;|.+;+-1.3946765661239624|;| Every+;+-2.1833221912384033|;| decision+;+-5.264760971069336|;| made+;+-1.069946050643921|;| reflects+;+-3.841092586517334|;| our+;+-0.761781632900238|;| collective+;+-1.9339783191680908|;| commitment+;+-1.05428147315979|;| to+;+-0.12489471584558487|;| overcoming+;+-1.5089753866195679|;| these+;+-1.6640434265136719|;| unprecedented+;+-1.837099313735962|;| challenges+;+-0.0408480279147625|;|.+;+-0.04638426750898361|;| Each+;+-3.333017110824585|;| step+;+-0.4972032308578491|;| taken+;+-1.2439392805099487|;|,+;+-1.5426898002624512|;| however+;+-2.507683277130127|;| small+;+-0.1263684183359146|;|,+;+-0.014549639075994492|;| contributes+;+-2.1604666709899902|;| to+;+-0.012879358604550362|;| a+;+-0.5455124378204346|;| brighter+;+-2.3382906913757324|;| future+;+-0.3892752230167389|;|.+;+-0.7837086319923401|;| Together+;+-0.8249643445014954|;|,+;+-0.0023480537347495556|;| we+;+-0.07657861709594727|;| will+;+-0.6246238350868225|;| rise+;+-3.067444324493408|;| above+;+-1.6114566326141357|;| the+;+-1.7651512622833252|;| circumstances+;+-4.683104515075684|;|,+;+-0.4296490550041199|;| a+;+-9999.0|;| testament+;+-0.021098462864756584|;| to+;+-0.0007563813705928624|;| the+;+-0.12201498448848724|;| enduring+;+-1.4396108388900757|;| spirit+;+-0.02996661700308323|;| of+;+-0.02135089784860611|;| the+;+-0.3389197289943695|;| American+;+-5.145118848304264e-05|;| people+;+-0.0011622462188825011|;|.+;+-0.0038400946650654078"
"All I'm saying is this: How do you close down the greatest economy in the history of the world when families are counting on every dollar earned? When people have dreams built on small businesses, neighborhood shops, and local jobs? It's a difficult decision, one that weighs heavily on every American heart, especially as we face challenges that no one could have predicted. Balancing safety and livelihood requires a careful, thoughtful approach.","history+;+-0.0011760591296479106|;| of+;+-3.128163257315464e-07|;| the+;+-3.106736039626412e-05|;| world+;+-2.522638169466518e-05|;| when+;+-0.07479839771986008|;| families+;+-4.006430149078369|;| are+;+-0.4917399287223816|;| counting+;+-1.8094342947006226|;| on+;+-0.0005282493657432497|;| every+;+-2.2466418743133545|;| dollar+;+-2.6238481998443604|;| earned+;+-2.018850088119507|;|?+;+-0.8847063183784485|;| When+;+-0.4018375277519226|;| people+;+-4.815866470336914|;| have+;+-2.0937187671661377|;| dreams+;+-1.532006859779358|;| built+;+-1.7942030429840088|;| on+;+-0.15878207981586456|;| small+;+-2.1988253593444824|;| businesses+;+-0.016989286988973618|;|,+;+-0.4963271915912628|;| neighborhood+;+-9999.0|;| shops+;+-0.3331764340400696|;|,+;+-0.08187955617904663|;| and+;+-0.03010311722755432|;| local+;+-2.2029783725738525|;| jobs+;+-3.194652795791626|;|?+;+-0.0726599395275116|;| It's+;+-1.6152637004852295|;| a+;+-0.22491733729839325|;| difficult+;+-4.069215297698975|;| decision+;+-1.8764469623565674|;|,+;+-0.12330398708581924|;| one+;+-0.8762561678886414|;| that+;+-0.296927273273468|;| weighs+;+-0.04069489985704422|;| heavily+;+-0.10623040050268173|;| on+;+-0.09859117865562439|;| every+;+-2.3840675354003906|;| American+;+-2.7549073696136475|;| heart+;+-0.6269594430923462|;|,+;+-2.0442185401916504|;| especially+;+-3.7580947875976562|;| as+;+-1.2489475011825562|;| we+;+-0.0645110234618187|;| face+;+-3.2007713317871094|;| challenges+;+-4.000734329223633|;| that+;+-0.32342031598091125|;| no+;+-3.3269731998443604|;| one+;+-0.024603208526968956|;| could+;+-0.14637985825538635|;| have+;+-0.02131751924753189|;| predicted+;+-1.1747539043426514|;|.+;+-0.27633848786354065|;| Bal+;+-5.253171920776367|;|ancing+;+-3.128163257315464e-07|;| safety+;+-1.5581538677215576|;| and+;+-0.3937690854072571|;| livelihood+;+-1.0991404056549072|;| requires+;+-2.8115222454071045|;| a+;+-1.6768113374710083|;| careful+;+-1.9805229902267456|;|,+;+-0.18939730525016785|;| thoughtful+;+-0.9509001970291138|;| approach+;+-0.0072362590581178665|;|.+;+-0.07974058389663696"
"When we think of more than 619,000 Americans having tested positive, more than 45,000 having recovered, it's a stark reminder of the resilience of our nation. Each statistic represents a life touched by this crisis, reminding us of the urgency to continue our efforts. As we venture forward, we must embody a spirit of solidarity, supporting one another as we navigate these uncharted waters. Together, we will emerge stronger, standing united in our recovery.","re+;+-4.036524842376821e-05|;|covered+;+-9.968312951968983e-06|;|,+;+-0.0006458373973146081|;| it's+;+-2.183016300201416|;| a+;+-1.3218964338302612|;| stark+;+-1.4214589595794678|;| reminder+;+-0.000826421775855124|;| of+;+-0.00869718473404646|;| the+;+-0.06079927459359169|;| resilience+;+-0.19198215007781982|;| of+;+-1.2248523235321045|;| our+;+-0.6945388913154602|;| nation+;+-0.2691517770290375|;|.+;+-0.07775598019361496|;| Each+;+-0.5018117427825928|;| statistic+;+-0.5648835897445679|;| represents+;+-0.363493949174881|;| a+;+-0.411155641078949|;| life+;+-0.3881388008594513|;| touched+;+-0.6542159914970398|;| by+;+-1.1706417798995972|;| this+;+-0.22593237459659576|;| crisis+;+-1.0937118530273438|;|,+;+-0.17873896658420563|;| reminding+;+-6.274627208709717|;| us+;+-1.4498052223643754e-05|;| of+;+-0.525698721408844|;| the+;+-0.25475960969924927|;| urgency+;+-2.2216436862945557|;| to+;+-0.6637049317359924|;| continue+;+-1.611684799194336|;| our+;+-0.17169560492038727|;| efforts+;+-0.48165640234947205|;|.+;+-0.07900303602218628|;| As+;+-1.0234571695327759|;| we+;+-0.05354214832186699|;| venture+;+-9999.0|;| forward+;+-0.4051724374294281|;|,+;+-0.01561842579394579|;| we+;+-0.7776196002960205|;| must+;+-0.12523333728313446|;| embody+;+-9999.0|;| a+;+-3.0814292430877686|;| spirit+;+-0.1422661691904068|;| of+;+-0.00011892046313732862|;| solidarity+;+-2.090470552444458|;|,+;+-0.2921529710292816|;| supporting+;+-1.6020128726959229|;| one+;+-0.26393482089042664|;| another+;+-3.173704271830502e-06|;| as+;+-2.240562915802002|;| we+;+-0.04283783212304115|;| navigate+;+-0.25580060482025146|;| these+;+-0.7325660586357117|;| un+;+-0.9425629377365112|;|charted+;+-0.0032808599062263966|;| waters+;+-0.00019722258730325848|;|.+;+-0.9961673617362976|;| Together+;+-0.19602982699871063|;|,+;+-0.0006164124351926148|;| we+;+-0.054865580052137375|;| will+;+-0.7567593455314636|;| emerge+;+-0.46718791127204895|;| stronger+;+-0.03305213898420334|;|,+;+-0.21064402163028717|;| standing+;+-9999.0|;| united+;+-0.34531739354133606|;| in+;+-1.0776562690734863|;| our+;+-2.1523118019104004|;| recovery+;+-3.735286235809326|;|.+;+-0.04018223285675049"
"The next second time that I went with Dr. Birx in--to the President and said, ""Mr. President, it's crucial we not only share updates but also emphasize the urgent need for a united front. The data indicates spikes in infections that we can mitigate with decisive action. In these times of uncertainty, consistent messaging becomes paramount. We must mobilize resources and community engagement to ensure public trust and compliance as we navigate these unprecedented challenges.""","""+;+-0.5674660205841064|;|Mr+;+-0.010907744988799095|;|.+;+0.0|;| President+;+-1.9361264946837764e-07|;|,+;+-0.0041067772544920444|;| it's+;+-5.07139253616333|;| crucial+;+-1.3078815937042236|;| we+;+-0.625342607498169|;| not+;+-9999.0|;| only+;+-0.2265090048313141|;| share+;+-2.632802724838257|;| updates+;+-7.226855278015137|;| but+;+-0.17337621748447418|;| also+;+-0.060521386563777924|;| emphasize+;+-0.9844086766242981|;| the+;+-0.08518612384796143|;| urgent+;+-5.316776752471924|;| need+;+-0.033899255096912384|;| for+;+-0.0046227299608290195|;| a+;+-1.114786982536316|;| united+;+-2.271146774291992|;| front+;+-0.20485720038414001|;|.+;+-0.26603490114212036|;| The+;+-0.7213060259819031|;| data+;+-0.5625225901603699|;| indicates+;+-2.9344403743743896|;| spikes+;+-4.1262311935424805|;| in+;+-0.00549663370475173|;| infections+;+-5.88334846496582|;| that+;+-3.068135976791382|;| we+;+-1.3860055208206177|;| can+;+-3.3495583534240723|;| mitigate+;+-3.4825499057769775|;| with+;+-1.647700548171997|;| decisive+;+-1.1856573820114136|;| action+;+-0.2197362333536148|;|.+;+-0.06731099635362625|;| In+;+-9999.0|;| these+;+-1.8246006965637207|;| times+;+-3.166595220565796|;| of+;+-2.0181736946105957|;| uncertainty+;+-0.0035970984026789665|;|,+;+-0.0025404668413102627|;| consistent+;+-9999.0|;| messaging+;+-1.2506272792816162|;| becomes+;+-4.710427284240723|;| paramount+;+-1.1436958312988281|;|.+;+-0.5870850682258606|;| We+;+-0.850781261920929|;| must+;+-0.6015918850898743|;| mobil+;+-9999.0|;|ize+;+-4.320199877838604e-07|;| resources+;+-0.8867151737213135|;| and+;+-0.9741831421852112|;| community+;+-9999.0|;| engagement+;+-1.631070852279663|;| to+;+-0.2738884389400482|;| ensure+;+-0.6137710809707642|;| public+;+-4.375793933868408|;| trust+;+-1.8868939876556396|;| and+;+-0.3159283995628357|;| compliance+;+-1.4532756805419922|;| as+;+-2.503602981567383|;| we+;+-0.0040572634898126125|;| navigate+;+-0.0759083554148674|;| these+;+-1.2590261697769165|;| unprecedented+;+-1.7779862880706787|;| challenges+;+-0.20405790209770203|;|.""+;+-0.050157975405454636"
"And after that, I said, ""Oh, make sure that's in the bill."" It was amazing how quickly the conversation shifted. Just moments later, people were rallying around the idea, energized by a shared sense of purpose. It’s incredible what can happen when ideas spark action, igniting a collective drive. We found ourselves looking beyond the mere text, envisioning the potential impact a simple suggestion could have on countless lives.","how+;+-0.3995005786418915|;| quickly+;+-0.6272327899932861|;| the+;+-0.5895095467567444|;| conversation+;+-0.9081364870071411|;| shifted+;+-0.08576355129480362|;|.+;+-0.8555265069007874|;| Just+;+-4.044794082641602|;| moments+;+-2.3664302825927734|;| later+;+-1.194101333618164|;|,+;+-2.057743949990254e-05|;| people+;+-5.058539867401123|;| were+;+-0.4323638081550598|;| rally+;+-1.0304508209228516|;|ing+;+0.0|;| around+;+-0.6118245720863342|;| the+;+-0.12878099083900452|;| idea+;+-0.10484180599451065|;|,+;+-0.02223118394613266|;| energized+;+-2.069270372390747|;| by+;+-0.09823303669691086|;| a+;+-1.197757601737976|;| shared+;+-0.778211772441864|;| sense+;+-0.9172038435935974|;| of+;+-4.60414821645827e-06|;| purpose+;+-0.18209333717823029|;|.+;+-0.02532351203262806|;| It+;+-0.9933810234069824|;|’s+;+-2.873324155807495|;| incredible+;+-2.7110302448272705|;| what+;+-0.9527586102485657|;| can+;+-0.5812994241714478|;| happen+;+-0.06486435979604721|;| when+;+-0.004383959341794252|;| ideas+;+-5.194114685058594|;| spark+;+-1.9601469039916992|;| action+;+-4.756749153137207|;|,+;+-1.203957438468933|;| ign+;+-0.4485306441783905|;|iting+;+-4.723352049040841e-06|;| a+;+-0.7549649477005005|;| collective+;+-1.3411448001861572|;| drive+;+-2.268486261367798|;|.+;+-1.9443503618240356|;| We+;+-1.2712547779083252|;| found+;+-1.8270931243896484|;| ourselves+;+-0.02670430578291416|;| looking+;+-9999.0|;| beyond+;+-2.288912296295166|;| the+;+-0.48520904779434204|;| mere+;+-5.234716415405273|;| text+;+-1.5167396068572998|;|,+;+-0.4965517818927765|;| envision+;+-0.2713422179222107|;|ing+;+0.0|;| the+;+-0.24826012551784515|;| potential+;+-3.414750337600708|;| impact+;+-0.11367494612932205|;| a+;+-9999.0|;| simple+;+-0.8782864212989807|;| suggestion+;+-9999.0|;| could+;+-0.017561286687850952|;| have+;+-0.3226304054260254|;| on+;+-0.05330200120806694|;| countless+;+-0.41675275564193726|;| lives+;+-0.0001968649885384366|;|.+;+-0.86578369140625"
"But the big thing, never quit, never give up; do something you love. When you find your passion, it ignites a fire within you, propelling you forward even in the face of adversity. Embrace each challenge as a stepping stone, a chance to learn and grow. Remember, every setback is but a setup for a comeback. So, rise and shine, for a brighter day awaits those who dare to dream and persist.","find+;+-0.4126034677028656|;| your+;+-1.490278720855713|;| passion+;+-0.000682530109770596|;|,+;+-0.04768817126750946|;| it+;+-0.38135603070259094|;| ign+;+-0.5343772768974304|;|ites+;+-3.128163257315464e-07|;| a+;+-0.013576870784163475|;| fire+;+-0.13304360210895538|;| within+;+-0.005438658408820629|;| you+;+-0.31944775581359863|;|,+;+-0.9460433721542358|;| prop+;+-1.2148621082305908|;|elling+;+-7.3458322731312364e-06|;| you+;+-0.002894036239013076|;| forward+;+-0.16893838346004486|;| even+;+-0.23750968277454376|;| in+;+-0.36520394682884216|;| the+;+-0.011404648423194885|;| face+;+-0.3055500388145447|;| of+;+0.0|;| adversity+;+-0.02896726503968239|;|.+;+-1.7954958821064793e-05|;| Em+;+-0.7005959153175354|;|brace+;+-0.0019408921943977475|;| each+;+-2.3689212799072266|;| challenge+;+-0.1605985015630722|;| as+;+-0.05689451843500137|;| a+;+-0.8292554020881653|;| stepping+;+-0.055660832673311234|;| stone+;+-0.0009641039068810642|;|,+;+-0.15092240273952484|;| a+;+-0.8220064640045166|;| chance+;+-2.207895040512085|;| to+;+-0.007154945749789476|;| learn+;+-0.8510958552360535|;| and+;+-0.03692033141851425|;| grow+;+-0.00949161034077406|;|.+;+-0.009992756880819798|;| Remember+;+-0.34248751401901245|;|,+;+-0.004915889352560043|;| every+;+-1.7028990983963013|;| setback+;+-0.073486328125|;| is+;+-0.1306183636188507|;| but+;+-2.631551504135132|;| a+;+-0.0044288127683103085|;| setup+;+-0.06497707962989807|;| for+;+-5.319370302458992e-06|;| a+;+-0.0915873646736145|;| comeback+;+-0.22813092172145844|;|.+;+-0.3258017301559448|;| So+;+-0.542316198348999|;|,+;+-0.26578983664512634|;| rise+;+-9999.0|;| and+;+-2.9893243312835693|;| shine+;+-0.36178189516067505|;|,+;+-0.2512543797492981|;| for+;+-0.5297788977622986|;| a+;+-9999.0|;| brighter+;+-0.243608757853508|;| day+;+-0.788641095161438|;| awaits+;+-0.11864136159420013|;| those+;+-0.04930375516414642|;| who+;+-0.06106891110539436|;| dare+;+-0.07631289958953857|;| to+;+-0.0001549089647596702|;| dream+;+-0.7478246092796326|;| and+;+-0.0480380617082119|;| persist+;+-1.227455973625183|;|.+;+-0.31823021173477173"
"If you're Democrat, you have automatic protection. That's years and years of people putting in the hard work to advance our shared values and strengthen our communities. This foundation of dedication ensures that no one stands alone in the face of adversity. It’s about listening to the voices longing to be heard, amplifying the stories that embody resilience, and fostering an environment where hope thrives amidst the challenges we face together.","the+;+-0.5903258323669434|;| hard+;+-0.21292220056056976|;| work+;+-6.229872087715194e-05|;| to+;+-1.2455227375030518|;| advance+;+-9999.0|;| our+;+-2.290360927581787|;| shared+;+-2.424014091491699|;| values+;+-0.27084416151046753|;| and+;+-1.7009624242782593|;| strengthen+;+-9999.0|;| our+;+-0.34538111090660095|;| communities+;+-0.19405223429203033|;|.+;+-0.004306564573198557|;| This+;+-1.5970098972320557|;| foundation+;+-2.3993887901306152|;| of+;+-2.760488748550415|;| dedication+;+-1.4799062013626099|;| ensures+;+-1.4183353185653687|;| that+;+-0.00959211029112339|;| no+;+-3.228107452392578|;| one+;+-0.46406739950180054|;| stands+;+-1.827894926071167|;| alone+;+-0.0003609680861700326|;| in+;+-0.4241621494293213|;| the+;+-0.43194299936294556|;| face+;+-0.295543909072876|;| of+;+-1.9361264946837764e-07|;| adversity+;+-0.07233607769012451|;|.+;+-0.07182131707668304|;| It+;+-1.5546350479125977|;|’s+;+-0.36397674679756165|;| about+;+-0.9473327398300171|;| listening+;+-9999.0|;| to+;+-1.0456173419952393|;| the+;+-0.5299689173698425|;| voices+;+-0.11420382559299469|;| longing+;+-9999.0|;| to+;+-3.4086496829986572|;| be+;+-0.001109020784497261|;| heard+;+-0.0003559615579433739|;|,+;+-0.33573755621910095|;| ampl+;+-2.3397247791290283|;|ifying+;+0.0|;| the+;+-1.0391241312026978|;| stories+;+-1.7837955951690674|;| that+;+-0.38455337285995483|;| embody+;+-9999.0|;| resilience+;+-0.6989524960517883|;|,+;+-0.21663230657577515|;| and+;+-0.013300705701112747|;| fostering+;+-1.3048241138458252|;| an+;+-1.1577203273773193|;| environment+;+-0.3043912649154663|;| where+;+-0.010265364311635494|;| hope+;+-0.8674044609069824|;| thrives+;+-1.1170234680175781|;| amidst+;+-1.7425881624221802|;| the+;+-2.78450345993042|;| challenges+;+-0.1518750935792923|;| we+;+-0.404413104057312|;| face+;+-0.6862011551856995|;| together+;+-0.2188863307237625|;|.+;+-0.15406282246112823"
"In the last three years, ICE has arrested over 5,000 wicked human traffickers. And I am proud to say that our relentless efforts are making a tangible difference in the lives of countless individuals who have suffered unimaginable horrors. Each arrest signifies not just a statistic, but a life saved, a family restored. We will continue to work tirelessly, ensuring that justice prevails and that a brighter future awaits those who have been victimized.","am+;+-0.5732231736183167|;| proud+;+-0.003200169885531068|;| to+;+-7.910643762443215e-05|;| say+;+-0.3122151792049408|;| that+;+-0.01683644950389862|;| our+;+-0.7540316581726074|;| relentless+;+-0.48565322160720825|;| efforts+;+-0.487589031457901|;| are+;+-2.6101579666137695|;| making+;+-1.214085578918457|;| a+;+-0.046089690178632736|;| tangible+;+-1.282184362411499|;| difference+;+-0.04865458607673645|;| in+;+-0.7080352306365967|;| the+;+-0.09117501229047775|;| lives+;+-0.3941093683242798|;| of+;+-0.0006099864258430898|;| countless+;+-0.08210095763206482|;| individuals+;+-1.8549383878707886|;| who+;+-1.5355697870254517|;| have+;+-0.21305862069129944|;| suffered+;+-0.41081738471984863|;| unimaginable+;+-0.6231849789619446|;| horrors+;+-0.08653918653726578|;|.+;+-0.0019443416967988014|;| Each+;+-1.5649656057357788|;| arrest+;+-0.2904220223426819|;| signifies+;+-1.5600714683532715|;| not+;+-0.547562301158905|;| just+;+-0.16856376826763153|;| a+;+-0.07676917314529419|;| statistic+;+-0.6221879720687866|;|,+;+-0.28946635127067566|;| but+;+-2.5776860184123507e-06|;| a+;+-0.01559025701135397|;| life+;+-1.8858044147491455|;| saved+;+-1.8012385368347168|;|,+;+-0.10456912219524384|;| a+;+-0.004738295450806618|;| family+;+-0.3209438621997833|;| restored+;+-1.0129766464233398|;|.+;+-0.25365397334098816|;| We+;+-0.6531351804733276|;| will+;+-1.0785529613494873|;| continue+;+-0.1917656660079956|;| to+;+-0.20898225903511047|;| work+;+-1.9346232414245605|;| tirelessly+;+-0.12444882839918137|;|,+;+-0.13196678459644318|;| ensuring+;+-1.6136150360107422|;| that+;+-0.0698029175400734|;| justice+;+-0.8043671250343323|;| prev+;+-0.16262252628803253|;|ails+;+0.0|;| and+;+-0.19191090762615204|;| that+;+-0.08079198747873306|;| a+;+-9999.0|;| brighter+;+-0.16290678083896637|;| future+;+-0.23150412738323212|;| awaits+;+-1.088789463043213|;| those+;+-0.12684348225593567|;| who+;+-0.2652510702610016|;| have+;+-0.1891455352306366|;| been+;+-2.0316529273986816|;| victim+;+-0.618177056312561|;|ized+;+-8.2994620242971e-06|;|.+;+-0.008022394962608814"
