Obfuscation,Log_prob
"Our only conclusion is that we're getting there, America, because the American people have put their trust in us. Together, we can discover new paths to progress. Each step forward strengthens our resolve, ensuring brighter days ahead. We embrace challenges as opportunities, and the resilience of a united nation empowers us. With hope in our hearts, we look to the future, confident that our efforts will yield success and prosperity for all citizens.","their+;+-0.23739030957221985|;| trust+;+-0.2531792223453522|;| in+;+-6.630610641877865e-06|;| us+;+-0.13089020550251007|;|.+;+-0.3126961290836334|;| Together+;+-0.9067391157150269|;|,+;+-0.0016211456386372447|;| we+;+-0.09108392894268036|;| can+;+-1.352829933166504|;| discover+;+-9999.0|;| new+;+-0.09386482834815979|;| paths+;+-0.5131319761276245|;| to+;+-1.199374794960022|;| progress+;+-1.2862221002578735|;|.+;+-0.9352072477340698|;| Each+;+-3.103604316711426|;| step+;+-0.3898658752441406|;| forward+;+-0.5744470953941345|;| strengthens+;+-2.883594036102295|;| our+;+-0.01775079406797886|;| resolve+;+-0.42477113008499146|;|,+;+-1.2239148616790771|;| ensuring+;+-4.2468037605285645|;| brighter+;+-2.6318702697753906|;| days+;+-0.11618441343307495|;| ahead+;+-0.16752181947231293|;|.+;+-0.10102333873510361|;| We+;+-2.65010929107666|;| embrace+;+-2.639130115509033|;| challenges+;+-1.7776380777359009|;| as+;+-0.9089788198471069|;| opportunities+;+-0.007546050474047661|;|,+;+-0.7972618341445923|;| and+;+-3.172510862350464|;| the+;+-3.4818310737609863|;| resilience+;+-3.0778260231018066|;| of+;+-0.023104429244995117|;| a+;+-11.27206039428711|;| united+;+-0.18437397480010986|;| nation+;+-0.31529882550239563|;| empowers+;+-3.9138340950012207|;| us+;+-0.13132652640342712|;|.+;+-0.5060585737228394|;| With+;+-2.4473400115966797|;| hope+;+-2.570340394973755|;| in+;+-1.7157583236694336|;| our+;+-0.0020835241302847862|;| hearts+;+-8.506661833962426e-05|;|,+;+-0.28115177154541016|;| we+;+-0.38115453720092773|;| look+;+-3.0231924057006836|;| to+;+-0.7400575876235962|;| the+;+-0.16987305879592896|;| future+;+-0.08912866562604904|;|,+;+-0.1099158525466919|;| confident+;+-3.3103199005126953|;| that+;+-0.4341980516910553|;| our+;+-1.2399567365646362|;| efforts+;+-3.6489388942718506|;| will+;+-0.008380413986742496|;| yield+;+-0.8483970165252686|;| success+;+-2.1567463874816895|;| and+;+-1.2914003133773804|;| prosperity+;+-0.38708725571632385|;| for+;+-0.0006645413814112544|;| all+;+-0.18734297156333923|;| citizens+;+-1.3226765394210815|;|.+;+-0.0277461688965559"
"But as the President suggested, when we unveil the guidelines that the team has been working on, it will mark a pivotal moment for our nation. These guidelines have been carefully crafted, taking into account various perspectives and concerns. We believe they will pave the way for a brighter future, fostering unity and progress. Together, we can achieve great things. The journey ahead requires our collective commitment and determination. Let's move forward boldly.","working+;+-0.1094236895442009|;| on+;+-0.031817566603422165|;|,+;+-0.007122749462723732|;| it+;+-0.39626172184944153|;| will+;+-0.15330009162425995|;| mark+;+-1.7674076557159424|;| a+;+-0.0054281046614050865|;| pivotal+;+-1.3322412967681885|;| moment+;+-0.03843630105257034|;| for+;+-0.4400828182697296|;| our+;+-0.04629889875650406|;| nation+;+-0.6354415416717529|;|.+;+-0.020869892090559006|;| These+;+-2.3588316440582275|;| guidelines+;+-0.9911801815032959|;| have+;+-5.562623500823975|;| been+;+-0.27450311183929443|;| carefully+;+-2.2332763671875|;| crafted+;+-0.03874116763472557|;|,+;+-1.308205246925354|;| taking+;+-0.9469729661941528|;| into+;+-0.012529074214398861|;| account+;+-0.08902115374803543|;| various+;+-1.4719730615615845|;| perspectives+;+-0.05620145425200462|;| and+;+-0.16792583465576172|;| concerns+;+-3.228937864303589|;|.+;+-0.034723881632089615|;| We+;+-0.6931275725364685|;| believe+;+-2.294065475463867|;| they+;+-1.1177306175231934|;| will+;+-0.008422848768532276|;| pave+;+-2.43359375|;| the+;+-0.003240697318688035|;| way+;+-0.0010579373920336366|;| for+;+-0.013875870034098625|;| a+;+-1.3161695003509521|;| brighter+;+-0.30443522334098816|;| future+;+-0.03741607069969177|;|,+;+-0.1880677193403244|;| fostering+;+-0.2394222915172577|;| unity+;+-1.0699795484542847|;| and+;+-0.014788685366511345|;| progress+;+-1.1500673294067383|;|.+;+-0.1346498280763626|;| Together+;+-1.284146785736084|;|,+;+-0.000169332604855299|;| we+;+-0.07003168761730194|;| can+;+-0.21371011435985565|;| achieve+;+-2.596160888671875|;| great+;+-1.822354793548584|;| things+;+-0.017206668853759766|;|.+;+-3.6552112102508545|;| The+;+-2.034802198410034|;| journey+;+-0.7939687967300415|;| ahead+;+-0.06813906878232956|;| requires+;+-2.988646984100342|;| our+;+-3.219228506088257|;| collective+;+-0.2958069443702698|;| commitment+;+-1.339106559753418|;| and+;+-0.05425884947180748|;| determination+;+-1.1619173288345337|;|.+;+-1.1175380945205688|;| Let's+;+-1.1158885955810547|;| move+;+-0.3462301790714264|;| forward+;+-0.00014025058771949261|;| boldly+;+-2.536585807800293|;|.+;+-0.1298191398382187"
"So--no, we were always going to get it. We never had a problem with it. In a world filled with uncertainties, we find strength in collaboration and resilience. Together, we can face challenges head-on, fostering an environment where innovation thrives and community bonds grow stronger. With each step forward, we embrace diverse perspectives, empowering individuals to contribute. Let us not shy away from change, as it brings forth opportunities for growth and success in unison.","In+;+-1.9877289533615112|;| a+;+-0.5175583958625793|;| world+;+-0.1641819030046463|;| filled+;+-1.0821937322616577|;| with+;+0.0|;| uncertainties+;+-1.3547027111053467|;|,+;+-0.023253049701452255|;| we+;+-1.6858495473861694|;| find+;+-3.558779239654541|;| strength+;+-2.50179123878479|;| in+;+-0.02333305962383747|;| collaboration+;+-1.2776415348052979|;| and+;+-0.14806506037712097|;| resilience+;+-2.9596025943756104|;|.+;+-0.0004113692557439208|;| Together+;+-2.1604599952697754|;|,+;+-0.0005779353086836636|;| we+;+-0.04776875674724579|;| can+;+-0.439289927482605|;| face+;+-2.205603837966919|;| challenges+;+-0.2869222164154053|;| head+;+-0.31072670221328735|;|-on+;+-0.0024883802980184555|;|,+;+-0.27774664759635925|;| fostering+;+-2.1813554763793945|;| an+;+-2.5124635696411133|;| environment+;+-0.14185713231563568|;| where+;+-0.7901886701583862|;| innovation+;+-0.2620737552642822|;| thrives+;+-0.14102375507354736|;| and+;+-2.351389169692993|;| community+;+-4.773542404174805|;| bonds+;+-0.13922308385372162|;| grow+;+-1.3684375286102295|;| stronger+;+-0.14911556243896484|;|.+;+-0.0011604580795392394|;| With+;+-4.906991004943848|;| each+;+-2.413936138153076|;| step+;+-0.14699998497962952|;| forward+;+-0.1924479901790619|;|,+;+-2.4272752852994017e-05|;| we+;+-0.5052617192268372|;| embrace+;+-0.6424562335014343|;| diverse+;+-4.311244010925293|;| perspectives+;+-0.05248576030135155|;|,+;+-0.2775520980358124|;| empowering+;+-3.742997884750366|;| individuals+;+-0.8141230940818787|;| to+;+-0.02124307118356228|;| contribute+;+-0.5022749900817871|;|.+;+-4.42987060546875|;| Let+;+-0.6123409271240234|;| us+;+-0.6384923458099365|;| not+;+-4.521048545837402|;| shy+;+-1.2565820217132568|;| away+;+-0.00038014890742488205|;| from+;+-0.009740974754095078|;| change+;+-1.8181418180465698|;|,+;+-0.9587171673774719|;| as+;+-4.352633476257324|;| it+;+-0.04718910530209541|;| brings+;+-2.8422045707702637|;| forth+;+-1.888619303703308|;| opportunities+;+-0.6992801427841187|;| for+;+-0.28534048795700073|;| growth+;+-0.5273520946502686|;| and+;+-0.007016571704298258|;| success+;+-5.014822483062744|;| in+;+-1.6014962196350098|;| un+;+-2.372429847717285|;|ison+;+-2.0946624279022217|;|.+;+-0.0002494191285222769"
"All I'm saying is this: How do you close down the greatest economy in the world? It's a decision that impacts millions of lives. We’ve seen people struggle, businesses falter, and communities face challenges unlike any before. The right approach is essential. We must prioritize a balanced strategy that safeguards health while allowing opportunities to flourish. Let’s come together, focus on solutions, and foster resilience for a brighter future ahead.","world+;+-0.0649174228310585|;|?+;+-0.15829062461853027|;| It's+;+-1.2794926166534424|;| a+;+-0.42794564366340637|;| decision+;+-2.748055934906006|;| that+;+-0.17410044372081757|;| impacts+;+-1.3489278554916382|;| millions+;+-1.2984774112701416|;| of+;+-1.3598849773406982|;| lives+;+-0.062056638300418854|;|.+;+-0.5203258991241455|;| We+;+-0.5978055000305176|;|’ve+;+-6.3812384605407715|;| seen+;+-1.0510849952697754|;| people+;+-4.688348770141602|;| struggle+;+-0.7173284888267517|;|,+;+-0.15791140496730804|;| businesses+;+-0.26374390721321106|;| fal+;+-1.1773085594177246|;|ter+;+-0.02066742815077305|;|,+;+-0.14314687252044678|;| and+;+-0.026274291798472404|;| communities+;+-0.8103160858154297|;| face+;+-3.765004873275757|;| challenges+;+-2.254833698272705|;| unlike+;+-2.8564512729644775|;| any+;+-0.18551279604434967|;| before+;+-0.26919522881507874|;|.+;+-2.868328920158092e-05|;| The+;+-1.7227473258972168|;| right+;+-9999.0|;| approach+;+-0.21120278537273407|;| is+;+-1.0344239473342896|;| essential+;+-1.4381941556930542|;|.+;+-1.0448105335235596|;| We+;+-0.8057408928871155|;| must+;+-0.38801029324531555|;| prioritize+;+-1.2026329040527344|;| a+;+-5.102418422698975|;| balanced+;+-0.3791654109954834|;| strategy+;+-0.4253746271133423|;| that+;+-0.2974868714809418|;| safeguards+;+-1.2014931440353394|;| health+;+-0.382657915353775|;| while+;+-0.07847173511981964|;| allowing+;+-2.7380175590515137|;| opportunities+;+-5.486148834228516|;| to+;+-0.25401243567466736|;| flourish+;+-0.7013856768608093|;|.+;+-0.09416487067937851|;| Let+;+-2.3094871044158936|;|’s+;+-0.012105649337172508|;| come+;+-3.128941535949707|;| together+;+-4.008129963040119e-06|;|,+;+-0.5429127812385559|;| focus+;+-3.335588216781616|;| on+;+-0.0010356683051213622|;| solutions+;+-0.3502238690853119|;|,+;+-0.003990661818534136|;| and+;+-0.00026181264547631145|;| foster+;+-3.9981980323791504|;| resilience+;+-0.2525668740272522|;| for+;+-1.0417890548706055|;| a+;+-0.1843525469303131|;| brighter+;+-0.0853119045495987|;| future+;+-0.21357300877571106|;| ahead+;+-0.5011785626411438|;|.+;+-0.036191675812006"
"When we think of more than 619,000 Americans having tested positive, more than 45,000 having succumbed to this relentless virus, it’s crucial to reflect on the collective toll. Each statistic represents a life, a family impacted. As we navigate these trying times, unity becomes our strongest ally. Let’s focus on healing, supporting one another, and fostering resilience within our communities as we emerge from this unprecedented challenge, hopeful for brighter days ahead.","succ+;+-2.279491424560547|;|umb+;+-1.0921942703134846e-05|;|ed+;+-1.2664456789934775e-06|;| to+;+-0.055758025497198105|;| this+;+-0.6514686346054077|;| relentless+;+-1.1367683410644531|;| virus+;+-0.16877153515815735|;|,+;+-1.688212614681106e-05|;| it+;+-0.4198344349861145|;|’s+;+-0.7068222761154175|;| crucial+;+-1.189017653465271|;| to+;+-0.07537674903869629|;| reflect+;+-1.355972409248352|;| on+;+-0.031153028830885887|;| the+;+-0.2670092284679413|;| collective+;+-2.233949661254883|;| toll+;+-4.6500678062438965|;|.+;+-1.166520357131958|;| Each+;+-1.105680227279663|;| statistic+;+-0.35971465706825256|;| represents+;+-0.12073678523302078|;| a+;+-0.07885827869176865|;| life+;+-0.1444515436887741|;|,+;+-0.8092461228370667|;| a+;+-0.016129855066537857|;| family+;+-0.4104246497154236|;| impacted+;+-3.2293896675109863|;|.+;+-0.6612135767936707|;| As+;+-1.6446887254714966|;| we+;+-0.035108499228954315|;| navigate+;+-0.20801374316215515|;| these+;+-0.4727064371109009|;| trying+;+-2.536839485168457|;| times+;+-0.0033749574795365334|;|,+;+-0.001470345538109541|;| unity+;+-1.8601901531219482|;| becomes+;+-1.8149783611297607|;| our+;+-0.5901569128036499|;| strongest+;+-0.8026319742202759|;| ally+;+-0.9312443137168884|;|.+;+-0.01580359786748886|;| Let+;+-1.1740208864212036|;|’s+;+-0.5797623991966248|;| focus+;+-1.968835473060608|;| on+;+-0.017537279054522514|;| healing+;+-1.2734246253967285|;|,+;+-0.4877648651599884|;| supporting+;+-0.4854988753795624|;| one+;+-0.096041738986969|;| another+;+-4.36574100604048e-06|;|,+;+-0.048048973083496094|;| and+;+-0.0015111699467524886|;| fostering+;+-1.0792440176010132|;| resilience+;+-0.1953042596578598|;| within+;+-1.8334695100784302|;| our+;+-0.034186381846666336|;| communities+;+-0.00031508569372817874|;| as+;+-5.698751926422119|;| we+;+-0.0005536287208087742|;| emerge+;+-3.009401798248291|;| from+;+-0.26405319571495056|;| this+;+-0.1255439966917038|;| unprecedented+;+-2.0365304946899414|;| challenge+;+-0.5516414046287537|;|,+;+-0.6663447022438049|;| hopeful+;+-2.4633631706237793|;| for+;+-0.0302873682230711|;| brighter+;+-0.6486027836799622|;| days+;+-0.007800860796123743|;| ahead+;+-0.0009332557674497366|;|.+;+-0.023587381467223167"
"The next second time that I went with Dr. Birx in--to the President and said, ""After discussing various strategies, we realized that a comprehensive approach was essential. We needed to prioritize public health while also considering the economic ramifications. Balancing these factors is no easy task, but it's crucial for the nation's well-being. Our team worked tirelessly to ensure that every voice was heard, aiming for unity and collaborative solutions moving forward.""","""+;+-1.2724080085754395|;|After+;+-6.5657758712768555|;| discussing+;+-2.380255699157715|;| various+;+-1.2761473655700684|;| strategies+;+-0.26106640696525574|;|,+;+-0.21136461198329926|;| we+;+-0.38786157965660095|;| realized+;+-0.9232922196388245|;| that+;+-0.9221230745315552|;| a+;+-1.511896014213562|;| comprehensive+;+-1.5829740762710571|;| approach+;+-0.1053350493311882|;| was+;+-0.05218743905425072|;| essential+;+-0.8382833003997803|;|.+;+-0.09789995104074478|;| We+;+-1.6090469360351562|;| needed+;+-0.31573227047920227|;| to+;+-0.10558047890663147|;| prioritize+;+-2.3962807655334473|;| public+;+-0.8818105459213257|;| health+;+-0.03949685022234917|;| while+;+-0.1742560863494873|;| also+;+-0.8029438257217407|;| considering+;+-0.39960479736328125|;| the+;+-1.1373189687728882|;| economic+;+-0.23659704625606537|;| ramifications+;+-2.3407275676727295|;|.+;+-0.07987210154533386|;| Bal+;+-4.003481388092041|;|ancing+;+-1.5048530030981055e-06|;| these+;+-0.032500941306352615|;| factors+;+-0.9820809364318848|;| is+;+-2.4654030799865723|;| no+;+-1.1248985528945923|;| easy+;+-0.8708266615867615|;| task+;+-0.2255600094795227|;|,+;+-0.11207913607358932|;| but+;+-0.2259501814842224|;| it's+;+-2.558107614517212|;| crucial+;+-0.3687678277492523|;| for+;+-0.16542702913284302|;| the+;+-0.6907190680503845|;| nation's+;+-1.0605403184890747|;| well+;+-1.4342812299728394|;|-being+;+-6.704273118884885e-07|;|.+;+-0.006711228284984827|;| Our+;+-2.429810047149658|;| team+;+-1.3670274019241333|;| worked+;+-1.7431566715240479|;| tirelessly+;+-0.643890917301178|;| to+;+-0.9010739922523499|;| ensure+;+-1.2451646327972412|;| that+;+-0.26862549781799316|;| every+;+-0.4481097459793091|;| voice+;+-1.0262138843536377|;| was+;+-0.008607245050370693|;| heard+;+-0.00015431294741574675|;|,+;+-0.48283371329307556|;| aiming+;+-2.900014877319336|;| for+;+-0.08025283366441727|;| unity+;+-2.591597557067871|;| and+;+-0.8502967953681946|;| collaborative+;+-5.3435564041137695|;| solutions+;+-0.35119059681892395|;| moving+;+-0.5211867690086365|;| forward+;+-0.0001182052365038544|;|.""+;+-0.0059463405050337315"
"And after that, I said, ""Oh, make sure that's in the bill."" It was amazing In a quiet moment, the breeze danced through the trees, carrying whispers of distant laughter. An unexpected thought struck me, urging an exploration of the simple joys around. Perhaps a stroll by the lake would soothe the mind, reflecting tranquility. Each step forward unfolded a canvas of nature's beauty, inviting serenity and grounding me in the present, far removed from chaos.","In+;+-5.44417142868042|;| a+;+-0.8108518719673157|;| quiet+;+-1.7098289728164673|;| moment+;+-2.2338738441467285|;|,+;+-0.11156309396028519|;| the+;+-2.3572559356689453|;| breeze+;+-4.224538803100586|;| danced+;+-3.2124757766723633|;| through+;+-0.08346566557884216|;| the+;+-0.000464631273644045|;| trees+;+-0.06475351750850677|;|,+;+-0.05040578171610832|;| carrying+;+-1.9241631031036377|;| whispers+;+-0.10334321856498718|;| of+;+-0.0026152553036808968|;| distant+;+-2.7057580947875977|;| laughter+;+-0.5367426872253418|;|.+;+-0.017097337171435356|;| An+;+-9999.0|;| unexpected+;+-0.7997512221336365|;| thought+;+-3.604048252105713|;| struck+;+-1.408626914024353|;| me+;+-0.10330763459205627|;|,+;+-0.7085041403770447|;| urging+;+-2.7602648735046387|;| an+;+-5.091094017028809|;| exploration+;+-0.33365362882614136|;| of+;+-0.20557832717895508|;| the+;+-2.0090723037719727|;| simple+;+-4.339007377624512|;| joys+;+-0.054327499121427536|;| around+;+-2.1679506301879883|;|.+;+-0.7310362458229065|;| Perhaps+;+-2.548367738723755|;| a+;+-1.663770079612732|;| stroll+;+-0.46992406249046326|;| by+;+-1.8332886695861816|;| the+;+-1.5451681974809617e-05|;| lake+;+-1.4994392395019531|;| would+;+-0.401965856552124|;| soothe+;+-4.201544761657715|;| the+;+-0.05152732878923416|;| mind+;+-0.5029057264328003|;|,+;+-0.27690204977989197|;| reflecting+;+-5.09857177734375|;| tranquility+;+-5.491733551025391|;|.+;+-0.899075448513031|;| Each+;+-3.0960779190063477|;| step+;+-0.13102614879608154|;| forward+;+-1.6776810884475708|;| unfolded+;+-9999.0|;| a+;+-2.018941879272461|;| canvas+;+-2.7301626205444336|;| of+;+-0.079151950776577|;| nature+;+-1.3662985563278198|;|'s+;+-0.8334671854972839|;| beauty+;+-0.24768680334091187|;|,+;+-0.010168017819523811|;| inviting+;+-0.7410631775856018|;| serenity+;+-2.0610592365264893|;| and+;+-0.5792328119277954|;| grounding+;+-9999.0|;| me+;+-2.4475810527801514|;| in+;+-0.10490815341472626|;| the+;+-0.0948566198348999|;| present+;+-0.05815960839390755|;|,+;+-1.6004719734191895|;| far+;+-0.9650077819824219|;| removed+;+-1.6460965871810913|;| from+;+-5.200166469876422e-06|;| chaos+;+-0.871295154094696|;|.+;+-0.00011439072113716975"
"But the big thing, never quit, never give up; do something you love. When you find your passion, embrace it fully. Life is too brief to settle for anything less. Pursue your dreams relentlessly, and don't let obstacles deter you. Each setback is merely a stepping stone to success. Surround yourself with positivity and people who inspire. Ultimately, it's your tenacity and enthusiasm that will pave the way to fulfillment and joy. Stay unstoppable!","find+;+-0.1795227825641632|;| your+;+-0.10961505025625229|;| passion+;+-0.0025202499236911535|;|,+;+-0.000714935187716037|;| embrace+;+-2.086399555206299|;| it+;+-5.431207682704553e-05|;| fully+;+-1.399049997329712|;|.+;+-0.16844935715198517|;| Life+;+-0.9329485893249512|;| is+;+-0.5351555943489075|;| too+;+-0.5319424271583557|;| brief+;+-3.693621873855591|;| to+;+-0.22623220086097717|;| settle+;+-1.738006830215454|;| for+;+-0.024543771520256996|;| anything+;+-0.4882005751132965|;| less+;+-0.0019376773852854967|;|.+;+-0.7585328221321106|;| Purs+;+-1.8095954656600952|;|ue+;+-0.006081075873225927|;| your+;+-0.30166223645210266|;| dreams+;+-0.04249629005789757|;| relentlessly+;+-1.1879619359970093|;|,+;+-0.1820027232170105|;| and+;+-0.6794646978378296|;| don't+;+-1.7788289785385132|;| let+;+-0.299730122089386|;| obstacles+;+-0.3253735601902008|;| deter+;+-0.06768574565649033|;| you+;+-0.026306452229619026|;|.+;+-0.006429125554859638|;| Each+;+-1.6431803703308105|;| setback+;+-1.343745470046997|;| is+;+-0.15986891090869904|;| merely+;+-0.441867470741272|;| a+;+-0.023780522868037224|;| stepping+;+-0.12384476512670517|;| stone+;+-0.0016630393220111728|;| to+;+-1.2388569116592407|;| success+;+-1.1324529647827148|;|.+;+-0.021201521158218384|;| Surround+;+-0.3899995982646942|;| yourself+;+-3.249780638725497e-05|;| with+;+-4.320199877838604e-07|;| positivity+;+-0.28974977135658264|;| and+;+-0.7662472724914551|;| people+;+-3.5574240684509277|;| who+;+-0.000271706550847739|;| inspire+;+-0.8664629459381104|;|.+;+-3.3139734268188477|;| Ultimately+;+-3.6812543869018555|;|,+;+0.0|;| it's+;+-1.356057047843933|;| your+;+-1.2991993427276611|;| ten+;+-5.421771049499512|;|acity+;+-3.130576806142926e-05|;| and+;+-0.3905051052570343|;| enthusiasm+;+-1.5691134929656982|;| that+;+-0.00047714399988763034|;| will+;+-0.012017426081001759|;| pave+;+-1.705885887145996|;| the+;+-0.016257112845778465|;| way+;+-0.13856902718544006|;| to+;+-0.7628921866416931|;| fulfillment+;+-1.2346826791763306|;| and+;+-0.03216542303562164|;| joy+;+-0.9993723630905151|;|.+;+-0.16406981647014618|;| Stay+;+-4.8758344650268555|;| unstoppable+;+-9999.0|;|!+;+-0.07922926545143127"
"If you're Democrat, you have automatic protection. That's years and years of people putting in place systems that shield certain groups while others fight for fairness. It's time to rethink this approach. We should prioritize equality for all, removing unnecessary barriers. Everyone deserves a chance to succeed, regardless of party affiliation. Let’s focus on unity and collaboration, working together for progress that benefits each individual in our society, irrespective of their background or beliefs.","place+;+-0.5585569143295288|;| systems+;+-1.6322013139724731|;| that+;+-0.33337095379829407|;| shield+;+-2.045440912246704|;| certain+;+-1.3481947183609009|;| groups+;+-0.3649767339229584|;| while+;+-2.233015775680542|;| others+;+-1.4907581806182861|;| fight+;+-5.694026470184326|;| for+;+-0.3582634925842285|;| fairness+;+-1.5021992921829224|;|.+;+-0.014167038723826408|;| It's+;+-1.1149293184280396|;| time+;+-1.654386043548584|;| to+;+-0.5140539407730103|;| rethink+;+-1.722071886062622|;| this+;+-1.6897226572036743|;| approach+;+-0.27028971910476685|;|.+;+-0.4247342646121979|;| We+;+-0.9781878590583801|;| should+;+-1.6509110927581787|;| prioritize+;+-2.0294265747070312|;| equality+;+-2.1353759765625|;| for+;+-0.377907395362854|;| all+;+-0.4509586691856384|;|,+;+-0.6224638223648071|;| removing+;+-9999.0|;| unnecessary+;+-2.7073400020599365|;| barriers+;+-0.05770815908908844|;|.+;+-1.0644031763076782|;| Everyone+;+-1.2330604791641235|;| deserves+;+-0.011601800099015236|;| a+;+-0.2394261360168457|;| chance+;+-0.5380866527557373|;| to+;+-0.47460252046585083|;| succeed+;+-1.1588859558105469|;|,+;+-0.5115641355514526|;| regardless+;+-0.1641056388616562|;| of+;+-2.7848862373502925e-05|;| party+;+-2.3274989128112793|;| affiliation+;+-0.11828272044658661|;|.+;+-0.03587406873703003|;| Let+;+-0.9432854652404785|;|’s+;+-0.006054640281945467|;| focus+;+-1.6225134134292603|;| on+;+-0.0006153396097943187|;| unity+;+-0.576748251914978|;| and+;+-0.28629568219184875|;| collaboration+;+-0.8772429823875427|;|,+;+-0.43203428387641907|;| working+;+-2.426064968109131|;| together+;+-0.12480738759040833|;| for+;+-2.5494132041931152|;| progress+;+-3.1793835163116455|;| that+;+-0.37349605560302734|;| benefits+;+-0.5534112453460693|;| each+;+-3.4752583503723145|;| individual+;+-0.9510136246681213|;| in+;+-1.095179557800293|;| our+;+-0.03680026903748512|;| society+;+-1.767346739768982|;|,+;+-0.49131640791893005|;| irrespective+;+-3.390671968460083|;| of+;+0.0|;| their+;+-0.10450340807437897|;| background+;+-0.49927037954330444|;| or+;+-0.7576708197593689|;| beliefs+;+-0.022015245631337166|;|.+;+-3.273621405242011e-05"
"In the last three years, ICE has arrested over 5,000 wicked human traffickers. And I am proud to say that we have implemented targeted initiatives to combat organized crime. Our focus on community engagement has fostered solidarity and resilience. Together, we can create environments where justice thrives and the safety of our streets is a shared responsibility. It is vital that we continue to empower local law enforcement and support grassroots efforts.","am+;+-2.126979112625122|;| proud+;+-0.5002274513244629|;| to+;+-0.062215834856033325|;| say+;+-0.559330940246582|;| that+;+-0.07506239414215088|;| we+;+-0.9503806233406067|;| have+;+-1.249898910522461|;| implemented+;+-4.098801612854004|;| targeted+;+-9999.0|;| initiatives+;+-1.0732781887054443|;| to+;+-0.313806414604187|;| combat+;+-0.6977912187576294|;| organized+;+-3.472593307495117|;| crime+;+-0.0004125575942452997|;|.+;+-0.7484135031700134|;| Our+;+-1.3311223983764648|;| focus+;+-1.1589115858078003|;| on+;+-2.5235471725463867|;| community+;+-0.17516177892684937|;| engagement+;+-1.2258810997009277|;| has+;+-1.4038734436035156|;| foster+;+-0.7285557985305786|;|ed+;+0.0|;| solidarity+;+-9999.0|;| and+;+-1.227193832397461|;| resilience+;+-0.2968992590904236|;|.+;+-1.1493854522705078|;| Together+;+-0.9649766683578491|;|,+;+-0.008166653104126453|;| we+;+-0.039402998983860016|;| can+;+-0.7154824733734131|;| create+;+-1.5942165851593018|;| environments+;+-5.377493858337402|;| where+;+-0.24425184726715088|;| justice+;+-3.253485679626465|;| thrives+;+-2.2929115295410156|;| and+;+-1.2308051586151123|;| the+;+-3.518169403076172|;| safety+;+-1.673292875289917|;| of+;+-0.000309840717818588|;| our+;+-0.36548206210136414|;| streets+;+-6.68690824508667|;| is+;+-0.08621487766504288|;| a+;+-3.0072407722473145|;| shared+;+-0.5457779765129089|;| responsibility+;+-1.0059196949005127|;|.+;+-0.0094956299290061|;| It+;+-1.7669163942337036|;| is+;+-0.892126739025116|;| vital+;+-2.3020637035369873|;| that+;+-0.9425950646400452|;| we+;+-0.15560530126094818|;| continue+;+-1.4693700075149536|;| to+;+-0.2800431251525879|;| empower+;+-2.8047666549682617|;| local+;+-0.6487528085708618|;| law+;+-1.896909236907959|;| enforcement+;+-1.4140441635390744e-05|;| and+;+-0.5451617240905762|;| support+;+-0.7944850921630859|;| grassroots+;+-2.830510139465332|;| efforts+;+-0.3067549765110016|;|.+;+-0.3277536630630493"
