Input,Result
"The 11th Circuit ruled that, in Georgia, the votes have been in by Election Day -- that they should be in by Election Day, and they weren't. Votes are coming in after Election Day. And they had a ruling already that you have to have the votes in by Election Day. To the best of my knowledge, votes should be in by Election Day, and they didn't do that.",yes
"I mean, we were discussing today, at the task force, that when you look at the European Union as a whole, they have nearly three times the mortality rate that the United States of America has today. And that is a tribute to our extraordinary healthcare workers, their dedication, their tireless work. But it's also a tribute to the fact that the American people put into practice the mitigation efforts that the President counseled the nation to do on the advice of our best scientists, now more than a month ago, and our hospitals were not overwhelmed and are not overwhelmed at this hour.",yes
"If you look at Biden, he supported TPP, Trans-Pacific Partnership, which would have been a disaster; it would have destroyed our automobile business. By the way, many plants are being built right now--auto plants--in Michigan, just like I said. They're being built in Ohio; they're being built in South Carolina, North Carolina. They're being built all over and expanded at a level that we've never seen before, because I said to Japan and Germany and others: ""Sorry, you got to come here and build plants. Otherwise, we're going to have to make it very tough on you with tariffs.""",yes
"You know what Matt didn't say -- when I was here in 2011, I made a speech, and I was received with such warmth. And they give -- they used to give -- I don't know if Matt does that because he might not want to be controversial, but they used to give ""the best speech of CPAC."" Do they do that still, Matt? Because you better pick me or I'm not coming back again.",yes
"This is not the end of our work as we continue to characterize this virus and integrate our findings into practical applications to mitigate exposure and transmission. I would like to thank the President and thank the Vice President for their ongoing support and leadership to the department and for their work in addressing this pandemic. I would also like to thank the scientists, not only in S&amp;T and the NBACC, but to the larger scientific and R&amp;D community.",yes
"So look at you. Who would think this is the Boy Scouts, right? So he had a very, very interesting life, and the company that bought his company was a big conglomerate, and they didn't know anything about building homes, and they didn't know anything about picking up the nails and the sawdust and selling it, and the scraps of wood. This was a big conglomerate based in New York City.",yes
"I just spoke to General Mattis, who reconfirmed that, and I quote, ""Ryan was a part of a highly successful raid that generated large amounts of vital intelligence that will lead to many more victories in the future against our enemies."" Ryan's legacy is etched into eternity. For as the Bible teaches us, there is no greater act of love than to lay down one's life for one's friends. Ryan laid down his life for his friends, for his country, and for our freedom -- we will never forget him.",yes
"That was done by a group in the office, and it was done just by--we just put some clips together. I could give you--I'll bet you I have over 100 more clips even better than them. They were just pieced together over the last two hours. That was just--oh, we have far better than that. That's nothing compared to some of them.",yes
"2020 has been a challenging time for our people. A menacing pandemic has upended the lives of our citizens, isolated millions in their homes, damaged our economy, and claimed countless lives. Defeating this pandemic and rebuilding the greatest economy on earth will require all of us working together. It will require a renewed emphasis on the civic values of patriotism, faith, charity, community, and family. We must revitalize the sacred bonds of love and loyalty that bind us together as one national family.",yes
"It includes humanitarian assistance, more law enforcement, drug detection at our ports, closing loopholes that enable child smuggling, and plans for a new physical barrier, or wall, to secure the vast areas between our ports of entry. In the past, most of the people in this room voted for a wall--but the proper wall never got built. I'll get it built.",yes
"And over the profound objections of the American people, our politicians left our borders wide open. Millions of immigrants entered illegally. Millions more were admitted into our country without the proper vetting needed to protect our security and our economy. Leaders in Washington imposed on the country an immigration policy that Americans never voted for, never asked for, and never approved--a policy where the wrong people are allowed into our country and the right people are rejected. American citizens, as usual, have been left to bear the cost and to pick up the tab.",yes
"But Biden shipped away our jobs, threw open our borders, and sent our youth to fight in these crazy endless wars. And it's one of the reasons the military--I'm not saying the military is in love with me; the soldiers are. The top people in the Pentagon probably aren't because they want to do nothing but fight wars so that all of those wonderful companies that make the bombs and make the planes and make everything else stay happy.",yes
"If we desire to lift up our citizens, if we aspire to the approval of history, then we must fulfill our sovereign duties to the people we faithfully represent. We must protect our nations, their interests, and their futures. We must reject threats to sovereignty, from the Ukraine to the South China Sea. We must uphold respect for law, respect for borders, and respect for culture, and the peaceful engagement these allow. And just as the founders of this body intended, we must work together and confront together those who threaten us with chaos, turmoil, and terror.",no
"But overall--I mean, the bottom line--somebody said, well, they couldn't have been that bad because here we are--we're president. And I think we're doing a really great job with my team. I have a team of just tremendous people, and I think we're doing a very special job. And I really believe it was time, and it was time to do that job, because I don't think the United States would have done very well if it went through four or eight more years of regulation and, really, a very anti-business group of people.",yes
