Obfuscation,Log_prob
"Our only conclusion is that we're getting there, America, because the American people have put in an incredible amount of effort. Progress is being made, and though challenges remain, there’s a collective determination that’s truly inspiring. Every step forward counts, and hope is emerging amid adversity. Let's remember that resilience can ignite change; together, we will navigate this journey toward recovery and brighter days ahead, fueled by unity and perseverance.","in+;+-0.06115805730223656|;| an+;+-2.7135345935821533|;| incredible+;+-0.5234782695770264|;| amount+;+-1.7015525102615356|;| of+;+-3.128163257315464e-07|;| effort+;+-0.026038650423288345|;|.+;+-0.854988157749176|;| Progress+;+-2.1962735652923584|;| is+;+-0.629783570766449|;| being+;+-1.856142282485962|;| made+;+-0.018201451748609543|;|,+;+-0.08376533538103104|;| and+;+-1.163846731185913|;| though+;+-2.7386441230773926|;| challenges+;+-0.24320222437381744|;| remain+;+-0.3202384412288666|;|,+;+-0.00431439932435751|;| there+;+-1.9671093225479126|;|’s+;+-0.26196718215942383|;| a+;+-0.10742897540330887|;| collective+;+-2.8301937580108643|;| determination+;+-2.0628113746643066|;| that+;+-1.4285831451416016|;|’s+;+-2.4137251377105713|;| truly+;+-2.9991607666015625|;| inspiring+;+-0.03561042621731758|;|.+;+-0.0005570820067077875|;| Every+;+-2.6217575073242188|;| step+;+-1.2791187763214111|;| forward+;+-0.4166875183582306|;| counts+;+-1.375594139099121|;|,+;+-0.19825780391693115|;| and+;+-0.2576461434364319|;| hope+;+-4.848300933837891|;| is+;+-0.4675949513912201|;| emerging+;+-3.086469888687134|;| amid+;+-3.1562154293060303|;| adversity+;+-2.1922106742858887|;|.+;+-0.0004055282333865762|;| Let's+;+-2.5313382148742676|;| remember+;+-3.3710439205169678|;| that+;+-1.2851303815841675|;| resilience+;+-1.0526007413864136|;| can+;+-3.213181972503662|;| ignite+;+-9999.0|;| change+;+-0.07821699976921082|;|;+;+-3.7125301361083984|;| together+;+-0.20976108312606812|;|,+;+-0.030723730102181435|;| we+;+-0.030734026804566383|;| will+;+-2.539494752883911|;| navigate+;+-0.4965991973876953|;| this+;+-0.8788386583328247|;| journey+;+-0.26600760221481323|;| toward+;+-2.249349355697632|;| recovery+;+-0.7905552387237549|;| and+;+-1.1461422443389893|;| brighter+;+-0.6053202748298645|;| days+;+-0.005372014362365007|;| ahead+;+-0.17940203845500946|;|,+;+-0.9651954770088196|;| fueled+;+-1.9052356481552124|;| by+;+-0.00012523093027994037|;| unity+;+-0.22592590749263763|;| and+;+-0.004695107229053974|;| perseverance+;+-2.192002058029175|;|.+;+-0.11196541786193848"
"But as the President suggested, when we unveil the guidelines that the team has been formulating, it’s crucial to acknowledge the broader context. The road ahead may seem daunting, yet opportunities for innovation and collaboration abound. As communities adapt, imagine a future where resilience fosters unexpected growth. Each step may reveal new pathways; hence, let’s embrace adaptability. Progress is not only about persistence but also about seizing moments of change with optimism and creativity.","form+;+-3.8938348293304443|;|ulating+;+-3.1424973713001236e-05|;|,+;+-0.08351369947195053|;| it+;+-0.6499025225639343|;|’s+;+-0.7331203818321228|;| crucial+;+-0.7795146703720093|;| to+;+-0.053717274218797684|;| acknowledge+;+-1.4200341701507568|;| the+;+-0.10014402121305466|;| broader+;+-4.260823726654053|;| context+;+-1.141533374786377|;|.+;+-0.47086307406425476|;| The+;+-1.884007215499878|;| road+;+-4.634860992431641|;| ahead+;+-0.011194712482392788|;| may+;+-1.4540605545043945|;| seem+;+-2.5609822273254395|;| daunting+;+-0.17505432665348053|;|,+;+-0.089820496737957|;| yet+;+-0.10713643580675125|;| opportunities+;+-2.780271530151367|;| for+;+-0.30462324619293213|;| innovation+;+-1.1077371835708618|;| and+;+-0.7097522616386414|;| collaboration+;+-0.6897602081298828|;| abound+;+-0.5299680829048157|;|.+;+-0.0013564289547502995|;| As+;+-3.44832181930542|;| communities+;+-0.8975651264190674|;| adapt+;+-0.9699701070785522|;|,+;+-0.20603740215301514|;| imagine+;+-9999.0|;| a+;+-1.3735085725784302|;| future+;+-0.7445783019065857|;| where+;+-0.12909576296806335|;| resilience+;+-0.10781584680080414|;| fosters+;+-3.7976112365722656|;| unexpected+;+-4.432661533355713|;| growth+;+-1.1848498582839966|;|.+;+-0.04850583150982857|;| Each+;+-2.783773422241211|;| step+;+-1.4297380447387695|;| may+;+-5.598703384399414|;| reveal+;+-1.8112471103668213|;| new+;+-0.7926769852638245|;| pathways+;+-0.9331066608428955|;|;+;+-3.4470489025115967|;| hence+;+-3.962576389312744|;|,+;+-0.01352617610245943|;| let+;+-1.8164142370224|;|’s+;+-0.37269702553749084|;| embrace+;+-0.26126986742019653|;| adaptability+;+-4.587649822235107|;|.+;+-0.8937168717384338|;| Progress+;+-3.3922882080078125|;| is+;+-2.56101131439209|;| not+;+-1.4642809629440308|;| only+;+-5.120450973510742|;| about+;+-1.7484593391418457|;| persistence+;+-9999.0|;| but+;+-0.0973028838634491|;| also+;+-0.038084860891103745|;| about+;+-0.18274317681789398|;| se+;+-1.6969548463821411|;|izing+;+-1.6240566083070007e-06|;| moments+;+-1.0061795711517334|;| of+;+-1.5310993194580078|;| change+;+-0.6370678544044495|;| with+;+-0.782164454460144|;| optimism+;+-0.6404621005058289|;| and+;+-0.04640519618988037|;| creativity+;+-0.5503970384597778|;|.+;+-0.003889742074534297"
"So--no, we were always going to get it. We never had a problem with it. Amidst the chaos of shifting tides, one might ponder the countless whispers of uncertainty that surround us. Change is inevitable, and acceptance can be a bitter pill. Yet, like the dawn that follows the night, we must embrace what lies ahead. A new adventure beckons, urging us to step boldly into the unknown with hearts wide open.","Am+;+-1.8459925651550293|;|id+;+-1.1279553291387856e-05|;|st+;+-0.2831902503967285|;| the+;+-0.127773717045784|;| chaos+;+-0.30873510241508484|;| of+;+-2.183314561843872|;| shifting+;+-4.640013694763184|;| tides+;+-1.180670142173767|;|,+;+-0.03083486668765545|;| one+;+-1.9656455516815186|;| might+;+-2.1999809741973877|;| ponder+;+-0.7755206823348999|;| the+;+-0.09338099509477615|;| countless+;+-9999.0|;| whispers+;+-9999.0|;| of+;+-0.26780325174331665|;| uncertainty+;+-1.1806950569152832|;| that+;+-0.9488862156867981|;| surround+;+-2.9756646156311035|;| us+;+-0.015701627358794212|;|.+;+-0.013703388161957264|;| Change+;+-4.050049304962158|;| is+;+-0.5996477007865906|;| inevitable+;+-0.5924339294433594|;|,+;+-0.09941079467535019|;| and+;+-1.530583143234253|;| acceptance+;+-3.0307624340057373|;| can+;+-2.566368579864502|;| be+;+-0.46296554803848267|;| a+;+-0.3980013430118561|;| bitter+;+-3.2562146186828613|;| pill+;+-0.018790550529956818|;|.+;+-1.1416324377059937|;| Yet+;+-0.4311988949775696|;|,+;+-0.03310081735253334|;| like+;+-3.8931868076324463|;| the+;+-1.1417938470840454|;| dawn+;+-0.5965123176574707|;| that+;+-1.5329599380493164|;| follows+;+-0.8812623620033264|;| the+;+-0.2856174409389496|;| night+;+-2.147486925125122|;|,+;+-0.0014008332509547472|;| we+;+-2.4816648960113525|;| must+;+-0.7455838918685913|;| embrace+;+-0.7100870013237|;| what+;+-2.2576189041137695|;| lies+;+-0.3871231973171234|;| ahead+;+-0.0010690123308449984|;|.+;+-0.9723106622695923|;| A+;+-3.847649097442627|;| new+;+-1.2101763486862183|;| adventure+;+-5.758999347686768|;| beck+;+-0.8808258175849915|;|ons+;+-2.2200749754119897e-06|;|,+;+-0.04530622810125351|;| urging+;+-1.6141910552978516|;| us+;+-0.03384013846516609|;| to+;+-0.062094736844301224|;| step+;+-1.243501901626587|;| boldly+;+-1.23888099193573|;| into+;+-0.05599655956029892|;| the+;+-0.22478824853897095|;| unknown+;+-0.06844057887792587|;| with+;+-1.5529022216796875|;| hearts+;+-2.58612060546875|;| wide+;+-0.7627629637718201|;| open+;+-8.697387966094539e-05|;|.+;+-0.11447634547948837"
"All I'm saying is this: How do you close down the greatest economy in the world without considering the consequences? Decisions like this aren't made lightly; they ripple through every community. We must weigh the stakes involved. Lives, livelihoods, and the fabric of society are at risk. It’s crucial that we chart a path forward that balances health and economic vitality, ensuring that every voice is heard in these discussions moving ahead.","world+;+-0.014839659444987774|;| without+;+-0.7777955532073975|;| considering+;+-0.43969857692718506|;| the+;+-0.002014048397541046|;| consequences+;+-0.8161977529525757|;|?+;+-0.00602798443287611|;| Decisions+;+-3.0076723098754883|;| like+;+-1.7484697103500366|;| this+;+-2.390134334564209|;| aren't+;+-3.277437210083008|;| made+;+-0.23393909633159637|;| lightly+;+-0.03130796551704407|;|;+;+-0.6698882579803467|;| they+;+-0.09249022603034973|;| ripple+;+-0.11185253411531448|;| through+;+-0.06927049160003662|;| every+;+-0.9355811476707458|;| community+;+-1.2604703903198242|;|.+;+-0.7770870327949524|;| We+;+-1.696698784828186|;| must+;+-0.20037491619586945|;| weigh+;+-1.158337116241455|;| the+;+-0.4405122399330139|;| stakes+;+-9999.0|;| involved+;+-3.399629592895508|;|.+;+-1.4419312477111816|;| Lives+;+-2.4773271083831787|;|,+;+-1.977500557899475|;| livelihoods+;+-0.17278747260570526|;|,+;+-0.13215042650699615|;| and+;+-0.15994398295879364|;| the+;+-1.736966609954834|;| fabric+;+-1.7962229251861572|;| of+;+-0.001527717337012291|;| society+;+-0.3185649812221527|;| are+;+-1.2463090419769287|;| at+;+-0.5469046235084534|;| risk+;+-0.31333959102630615|;|.+;+-0.035876478999853134|;| It+;+-2.1121253967285156|;|’s+;+-0.0749686062335968|;| crucial+;+-1.349100112915039|;| that+;+-2.701313018798828|;| we+;+-0.1099693551659584|;| chart+;+-9999.0|;| a+;+-0.002872511511668563|;| path+;+-0.7030526399612427|;| forward+;+-0.16930750012397766|;| that+;+-0.9404320120811462|;| balances+;+-0.33151906728744507|;| health+;+-0.3460223972797394|;| and+;+-0.3649354875087738|;| economic+;+-0.1482163667678833|;| vitality+;+-1.513519048690796|;|,+;+-0.5419285893440247|;| ensuring+;+-0.4478396475315094|;| that+;+-0.9419288039207458|;| every+;+-2.9327869415283203|;| voice+;+-0.26089149713516235|;| is+;+-0.030370861291885376|;| heard+;+-0.0071940007619559765|;| in+;+-0.34692180156707764|;| these+;+-3.2440595626831055|;| discussions+;+-2.1300787925720215|;| moving+;+-2.596181631088257|;| ahead+;+-0.16222497820854187|;|.+;+-0.00010640407708706334"
"When we think of more than 619,000 Americans having tested positive, more than 45,000 having passed away, it’s easy to feel overwhelmed. Yet amidst the sorrow, life persists, revealing moments of hope and resilience. Communities are stepping up, finding strength in unity. Let us now shift focus; instead of dwelling on loss, let’s celebrate the heroes who strive tirelessly for recovery. Together, we will navigate these challenging times, embracing brighter days ahead.","passed+;+-3.0057590007781982|;| away+;+-0.022618668153882027|;|,+;+-0.016591902822256088|;| it+;+-0.5687780380249023|;|’s+;+-0.4493361711502075|;| easy+;+-2.0042030811309814|;| to+;+-7.505351095460355e-05|;| feel+;+-0.24137531220912933|;| overwhelmed+;+-0.03479618951678276|;|.+;+-0.43272456526756287|;| Yet+;+-0.3477204144001007|;| amidst+;+-2.632128953933716|;| the+;+-1.0100826025009155|;| sorrow+;+-0.76418137550354|;|,+;+-0.04429849982261658|;| life+;+-9999.0|;| persists+;+-1.1043168306350708|;|,+;+-2.4191765785217285|;| revealing+;+-2.984882116317749|;| moments+;+-1.4046159982681274|;| of+;+-0.003033566987141967|;| hope+;+-2.4468979835510254|;| and+;+-0.8522300124168396|;| resilience+;+-0.04193014279007912|;|.+;+-0.018132269382476807|;| Communities+;+-0.28842616081237793|;| are+;+-1.2631349563598633|;| stepping+;+-4.708588123321533|;| up+;+-0.04458437114953995|;|,+;+-0.02897433005273342|;| finding+;+-1.9787074327468872|;| strength+;+-1.1520729064941406|;| in+;+-0.022527752444148064|;| unity+;+-0.14674432575702667|;|.+;+-0.31599172949790955|;| Let+;+-3.2251663208007812|;| us+;+-0.8994308114051819|;| now+;+-9999.0|;| shift+;+-1.9032926559448242|;| focus+;+-2.356902599334717|;|;+;+-4.819283485412598|;| instead+;+-2.745469808578491|;| of+;+-0.0024779161904007196|;| dwelling+;+-0.36473503708839417|;| on+;+-0.1829804629087448|;| loss+;+-2.5462543964385986|;|,+;+-0.0007753237732686102|;| let+;+-1.265686273574829|;|’s+;+-0.10087322443723679|;| celebrate+;+-0.22304874658584595|;| the+;+-0.3978039026260376|;| heroes+;+-2.8970212936401367|;| who+;+-2.359602928161621|;| strive+;+-4.366788864135742|;| tirelessly+;+-1.1042301654815674|;| for+;+-1.6084283590316772|;| recovery+;+-0.26359790563583374|;|.+;+-0.6426364779472351|;| Together+;+-0.4381641745567322|;|,+;+-0.0017281336477026343|;| we+;+-0.023003889247775078|;| will+;+-2.815537452697754|;| navigate+;+-0.5995174646377563|;| these+;+-0.875199556350708|;| challenging+;+-2.0035274028778076|;| times+;+-0.21393150091171265|;|,+;+-0.8529007434844971|;| embracing+;+-3.1169707775115967|;| brighter+;+-1.358872652053833|;| days+;+-0.03419479355216026|;| ahead+;+-0.002303816145285964|;|.+;+-0.03325142338871956"
"The next second time that I went with Dr. Birx in--to the President and said, ""Perhaps this time we should consider the broader implications of our choices,"" I suggested cautiously. The stakes weren't just numbers; they represented lives intertwined in a tapestry of uncertainty. Navigating through this complex landscape, I hoped to weave a strategy that balanced caution with progress. Collaboration and understanding would be vital in addressing the immense challenges ahead.","""+;+-0.5994110107421875|;|Perhaps+;+-1.682923674583435|;| this+;+-4.278623104095459|;| time+;+-1.3158749341964722|;| we+;+-0.39820560812950134|;| should+;+-0.4424581229686737|;| consider+;+-0.6224250197410583|;| the+;+-5.139210224151611|;| broader+;+-0.36611539125442505|;| implications+;+-0.07976479083299637|;| of+;+-0.3437754809856415|;| our+;+-0.020931649953126907|;| choices+;+-2.385862350463867|;|,""+;+-0.8653466701507568|;| I+;+-0.028464321047067642|;| suggested+;+-0.25781306624412537|;| cautiously+;+-2.0446910858154297|;|.+;+-0.4345920979976654|;| The+;+-0.48626622557640076|;| stakes+;+-5.834177494049072|;| weren't+;+-9999.0|;| just+;+-0.42100101709365845|;| numbers+;+-0.6001577973365784|;|;+;+-0.9388389587402344|;| they+;+-0.17625199258327484|;| represented+;+-1.3564305305480957|;| lives+;+-0.09931798279285431|;| intertwined+;+-1.5505049228668213|;| in+;+-1.8351191282272339|;| a+;+-0.3494851589202881|;| tapestry+;+-4.458511829376221|;| of+;+-0.0024538920260965824|;| uncertainty+;+-0.9528257846832275|;|.+;+-0.011272047646343708|;| Navig+;+-4.257134437561035|;|ating+;+-6.704273118884885e-07|;| through+;+-0.9872586727142334|;| this+;+-0.8893100619316101|;| complex+;+-2.0023739337921143|;| landscape+;+-0.6629492044448853|;|,+;+-1.6572129726409912|;| I+;+-1.5005605220794678|;| hoped+;+-2.339431047439575|;| to+;+-2.217714309692383|;| weave+;+-4.465123176574707|;| a+;+-0.555054247379303|;| strategy+;+-2.775165319442749|;| that+;+-0.0308120958507061|;| balanced+;+-0.9899470806121826|;| caution+;+-0.9473752975463867|;| with+;+-0.2022358775138855|;| progress+;+-2.0559730529785156|;|.+;+-0.8489071726799011|;| Collaboration+;+-2.4530956745147705|;| and+;+-2.897063732147217|;| understanding+;+-2.202300786972046|;| would+;+-0.6928772926330566|;| be+;+-0.13690230250358582|;| vital+;+-2.10274600982666|;| in+;+-2.2708828449249268|;| addressing+;+-3.885340929031372|;| the+;+-0.0850759893655777|;| immense+;+-9999.0|;| challenges+;+-0.009906834922730923|;| ahead+;+-0.30321162939071655|;|.+;+-0.26873037219047546"
"And after that, I said, ""Oh, make sure that's in the bill."" It was amazing to witness the transformation firsthand. Suddenly, there was a whirlwind of activity, with ideas flowing and people collaborating. The atmosphere was electric, charged with enthusiasm and hope. Everyone seemed motivated, eager to contribute. It was clear that this moment held the potential to create lasting change, breaking through barriers that had previously seemed insurmountable.","to+;+-0.21554115414619446|;| witness+;+-0.43966832756996155|;| the+;+-0.6674761176109314|;| transformation+;+-2.8903253078460693|;| firsthand+;+-6.012246608734131|;|.+;+-0.053463954478502274|;| Suddenly+;+-2.2573013305664062|;|,+;+-0.00016265720478259027|;| there+;+-3.837937831878662|;| was+;+-0.11727526783943176|;| a+;+-0.21549110114574432|;| whirlwind+;+-3.9945425987243652|;| of+;+-0.00012630375567823648|;| activity+;+-0.5201751589775085|;|,+;+-0.21239128708839417|;| with+;+-1.324126958847046|;| ideas+;+-2.062431573867798|;| flowing+;+-2.013803482055664|;| and+;+-1.4847657680511475|;| people+;+-2.6205785274505615|;| collaborating+;+-0.6852751970291138|;|.+;+-1.2525352239608765|;| The+;+-1.2413508892059326|;| atmosphere+;+-0.7790648341178894|;| was+;+-2.1675193309783936|;| electric+;+-0.31008562445640564|;|,+;+-0.07517187297344208|;| charged+;+-1.2051966190338135|;| with+;+-0.0002120038407156244|;| enthusiasm+;+-2.0565733909606934|;| and+;+-0.3502699136734009|;| hope+;+-2.140972375869751|;|.+;+-0.07724123448133469|;| Everyone+;+-1.5109513998031616|;| seemed+;+-0.9779716730117798|;| motivated+;+-3.87994122505188|;|,+;+-0.6531205177307129|;| eager+;+-0.7431401610374451|;| to+;+-0.003630715887993574|;| contribute+;+-0.28553250432014465|;|.+;+-0.6545608043670654|;| It+;+-0.6081650257110596|;| was+;+-1.6423006057739258|;| clear+;+-2.95210337638855|;| that+;+-0.0684000626206398|;| this+;+-0.5771907567977905|;| moment+;+-0.4997245967388153|;| held+;+-2.355830192565918|;| the+;+-1.120017170906067|;| potential+;+-0.06886863708496094|;| to+;+-1.804749846458435|;| create+;+-1.8892101049423218|;| lasting+;+-0.7456552982330322|;| change+;+-0.01973830908536911|;|,+;+-0.22054873406887054|;| breaking+;+-9999.0|;| through+;+-1.357597827911377|;| barriers+;+-0.2636369466781616|;| that+;+-0.747822105884552|;| had+;+-0.31299516558647156|;| previously+;+-1.3044381141662598|;| seemed+;+-0.80946284532547|;| ins+;+-0.017037102952599525|;|ur+;+-1.1472419600977446e-06|;|mount+;+-3.128163257315464e-07|;|able+;+-1.9361264946837764e-07|;|.+;+-0.1028284877538681"
"But the big thing, never quit, never give up; do something you love. When you focus on what ignites your passion, the journey becomes less about struggle and more about discovery. Find joy in the little things—embrace the unexpected and allow creativity to flourish. Each moment holds potential; let optimism guide you. Forge connections, learn continuously, and chase those fleeting sparks of inspiration. Life is an adventure waiting for your unique imprint.","focus+;+-5.0119309425354|;| on+;+-0.0014291671104729176|;| what+;+-1.323730230331421|;| ign+;+-0.8690153956413269|;|ites+;+-1.9361264946837764e-07|;| your+;+-0.0005762664368376136|;| passion+;+-0.008205083198845387|;|,+;+-0.0008467909647151828|;| the+;+-1.0572887659072876|;| journey+;+-0.9865339398384094|;| becomes+;+-0.6680244207382202|;| less+;+-2.9523544311523438|;| about+;+-2.3465635776519775|;| struggle+;+-2.809560775756836|;| and+;+-0.0006607305258512497|;| more+;+-9.372294698550832e-06|;| about+;+-0.00358759518712759|;| discovery+;+-0.9194880127906799|;|.+;+-4.727905979962088e-05|;| Find+;+-5.6175408363342285|;| joy+;+-0.08256787806749344|;| in+;+-0.0029653385281562805|;| the+;+-0.5902478098869324|;| little+;+-0.8601400256156921|;| things+;+-0.962967038154602|;|—+;+-3.4885761737823486|;|embr+;+-2.413804769515991|;|ace+;+-0.023358099162578583|;| the+;+-1.1731802225112915|;| unexpected+;+-0.8751567602157593|;| and+;+-3.2865846157073975|;| allow+;+-2.0546584129333496|;| creativity+;+-2.303622245788574|;| to+;+-1.1398757123970427e-05|;| flourish+;+-0.6721305251121521|;|.+;+-0.0055227153934538364|;| Each+;+-1.7680007219314575|;| moment+;+-1.6065309047698975|;| holds+;+-1.2179888486862183|;| potential+;+-0.1280338615179062|;|;+;+-0.4558476507663727|;| let+;+-2.0570976734161377|;| optimism+;+-5.551059722900391|;| guide+;+-0.14382001757621765|;| you+;+-0.8988118767738342|;|.+;+-0.4225962460041046|;| Forge+;+-3.17179012298584|;| connections+;+-0.29224035143852234|;|,+;+-0.30857008695602417|;| learn+;+-3.833069324493408|;| continuously+;+-1.8721503019332886|;|,+;+-0.001074611209332943|;| and+;+-0.0005199087900109589|;| chase+;+-9999.0|;| those+;+-3.1362714767456055|;| fleeting+;+-3.220099925994873|;| sparks+;+-2.3218088150024414|;| of+;+-0.40912795066833496|;| inspiration+;+-0.010865063406527042|;|.+;+-0.2399231195449829|;| Life+;+-0.32962194085121155|;| is+;+-0.8072749376296997|;| an+;+-1.2739760875701904|;| adventure+;+-0.1282837688922882|;| waiting+;+-0.7073952555656433|;| for+;+-1.9132376909255981|;| your+;+-0.6737976670265198|;| unique+;+-0.14747223258018494|;| imprint+;+-1.306579351425171|;|.+;+-0.008576042018830776"
"If you're Democrat, you have automatic protection. That's years and years of people putting in time and effort to ensure that the system favors you, ensuring safety in numbers. So, when you look at the landscape, it’s easy to see the divides. Yet, let's pull back for a moment. It's crucial to consider everyone’s perspective, even those who've felt marginalized. Open dialogue can bridge those wide gaps and foster a more unified path forward.","time+;+-3.6790502071380615|;| and+;+-0.040371622890233994|;| effort+;+-0.019578993320465088|;| to+;+-0.10050049424171448|;| ensure+;+-2.440009117126465|;| that+;+-0.41381585597991943|;| the+;+-1.6796890497207642|;| system+;+-0.3881590664386749|;| favors+;+-0.8143174052238464|;| you+;+-1.2791080474853516|;|,+;+-3.5357954502105713|;| ensuring+;+-9999.0|;| safety+;+-4.289226055145264|;| in+;+-2.0577445030212402|;| numbers+;+-0.25112882256507874|;|.+;+-0.09947922080755234|;| So+;+-9999.0|;|,+;+-0.30360090732574463|;| when+;+-1.4872406721115112|;| you+;+-1.8976120948791504|;| look+;+-1.1517075300216675|;| at+;+-0.512641429901123|;| the+;+-0.181085005402565|;| landscape+;+-1.0426517724990845|;|,+;+-0.2916581332683563|;| it+;+-0.5007243752479553|;|’s+;+-0.46976199746131897|;| easy+;+-4.357097625732422|;| to+;+-0.00023917861108202487|;| see+;+-0.12219002842903137|;| the+;+-2.038106679916382|;| divides+;+-2.7388253211975098|;|.+;+-0.7386547923088074|;| Yet+;+-1.8772099018096924|;|,+;+-0.044239435344934464|;| let's+;+-9999.0|;| pull+;+-9999.0|;| back+;+-0.16156430542469025|;| for+;+-1.7633873224258423|;| a+;+-0.006726737599819899|;| moment+;+-0.016468318179249763|;|.+;+-1.036867380142212|;| It's+;+-3.7312521934509277|;| crucial+;+-1.1136282682418823|;| to+;+-0.18043440580368042|;| consider+;+-2.9890847206115723|;| everyone+;+-3.958049774169922|;|’s+;+-0.32744908332824707|;| perspective+;+-0.3997448682785034|;|,+;+-0.6115425825119019|;| even+;+-2.605189323425293|;| those+;+-0.49781352281570435|;| who've+;+-6.3343915939331055|;| felt+;+-0.6270633339881897|;| marginalized+;+-1.0217534303665161|;|.+;+-0.27074959874153137|;| Open+;+-4.16526985168457|;| dialogue+;+-0.2671624422073364|;| can+;+-1.1957390308380127|;| bridge+;+-0.9997240304946899|;| those+;+-2.5588936805725098|;| wide+;+-9.911582946777344|;| gaps+;+-0.12242694199085236|;| and+;+-1.3848273754119873|;| foster+;+-0.28145673871040344|;| a+;+-3.043778896331787|;| more+;+-0.8055346608161926|;| unified+;+-1.857743263244629|;| path+;+-4.506234169006348|;| forward+;+-0.012968801893293858|;|.+;+-0.002735686022788286"
"In the last three years, ICE has arrested over 5,000 wicked human traffickers. And I believe it’s crucial we continue our relentless pursuit of justice for victims. Each life rescued represents a victory against a sinister trade. As we advance, collaboration with local authorities is vital. Community awareness can empower citizens to spot and report suspicious activities. We must stand united, ensuring that those who exploit the vulnerable face the full weight of the law.","bel+;+-1.4820125102996826|;|ieve+;+-3.7697225252486533e-06|;| it+;+-1.8422313928604126|;|’s+;+-0.3903692066669464|;| crucial+;+-0.4433962404727936|;| we+;+-2.257316827774048|;| continue+;+-1.1716080904006958|;| our+;+-2.9710612297058105|;| relentless+;+-0.7396184802055359|;| pursuit+;+-0.29017403721809387|;| of+;+-0.2830345034599304|;| justice+;+-0.01340338122099638|;| for+;+-2.897801399230957|;| victims+;+-1.5320103168487549|;|.+;+-0.2931801378726959|;| Each+;+-1.7337666749954224|;| life+;+-3.527721405029297|;| rescued+;+-2.509451389312744|;| represents+;+-1.1653733253479004|;| a+;+-0.6617934703826904|;| victory+;+-1.2216709852218628|;| against+;+-0.43995875120162964|;| a+;+-2.006852626800537|;| sinister+;+-3.1189441680908203|;| trade+;+-1.4079821109771729|;|.+;+-0.9405718445777893|;| As+;+-2.4110097885131836|;| we+;+-0.08202407509088516|;| advance+;+-2.5587410926818848|;|,+;+-0.06222972646355629|;| collaboration+;+-1.7435741424560547|;| with+;+-0.33428874611854553|;| local+;+-0.11771004647016525|;| authorities+;+-1.1176038980484009|;| is+;+-2.8287672996520996|;| vital+;+-1.2042286396026611|;|.+;+-0.3780246376991272|;| Community+;+-3.603428840637207|;| awareness+;+-0.1697767972946167|;| can+;+-1.6505829095840454|;| empower+;+-1.2295106649398804|;| citizens+;+-1.9678645133972168|;| to+;+-0.17568454146385193|;| spot+;+-3.643869400024414|;| and+;+-1.2574381828308105|;| report+;+-0.001942918635904789|;| suspicious+;+-0.020687632262706757|;| activities+;+-0.1579323709011078|;|.+;+-0.08081970363855362|;| We+;+-2.9968338012695312|;| must+;+-0.146632120013237|;| stand+;+-1.9770517349243164|;| united+;+-0.08605169504880905|;|,+;+-0.39779043197631836|;| ensuring+;+-1.114620566368103|;| that+;+-0.9907979369163513|;| those+;+-1.9630463123321533|;| who+;+-0.08127382397651672|;| exploit+;+-0.18948796391487122|;| the+;+-0.38620075583457947|;| vulnerable+;+-0.006714301649481058|;| face+;+-0.12278728187084198|;| the+;+-0.35782957077026367|;| full+;+-0.23518864810466766|;| weight+;+-0.6805521845817566|;| of+;+0.0|;| the+;+-0.0074429940432310104|;| law+;+-1.1472419600977446e-06|;|.+;+-0.00019507692195475101"
