Obfuscation,Log_prob
"Our only conclusion is that we're getting there, America, because the American people have put in their hard work and resilience. It's a testament to our spirit, unyielding and determined. Together, we face challenges head-on, united and strong. The journey continues, and every step brings us closer. Let us not forget the value of collaboration and hope that fuels our progress. Together, we can achieve greatness for our future and generations to come.","in+;+-0.745147705078125|;| their+;+-1.4485822916030884|;| hard+;+-2.6013805866241455|;| work+;+-7.195421494543552e-05|;| and+;+-0.036768898367881775|;| resilience+;+-1.4450485706329346|;|.+;+-0.03156222403049469|;| It's+;+-1.8699606657028198|;| a+;+-0.8093708753585815|;| testament+;+-0.9863021969795227|;| to+;+-0.000182921823579818|;| our+;+-0.274014949798584|;| spirit+;+-1.1042101383209229|;|,+;+-0.6167035698890686|;| un+;+-3.938265323638916|;|yield+;+-0.08752644807100296|;|ing+;+-0.0032101573888212442|;| and+;+-0.5421178340911865|;| determined+;+-2.0576436519622803|;|.+;+-0.03762619569897652|;| Together+;+-0.8785002827644348|;|,+;+-0.0015814013313502073|;| we+;+-0.07963214069604874|;| face+;+-1.8247077465057373|;| challenges+;+-0.0370589904487133|;| head+;+-0.3042164146900177|;|-on+;+-0.005269803572446108|;|,+;+-0.0801321417093277|;| united+;+-2.7134199142456055|;| and+;+-5.168397903442383|;| strong+;+-0.42099303007125854|;|.+;+-0.01644182577729225|;| The+;+-1.7457517385482788|;| journey+;+-1.0431945323944092|;| continues+;+-3.1658775806427|;|,+;+-0.09737242758274078|;| and+;+-0.44642987847328186|;| every+;+-1.491540551185608|;| step+;+-0.1765938550233841|;| brings+;+-1.9199011325836182|;| us+;+-0.02235594019293785|;| closer+;+-0.00036799011286348104|;|.+;+-2.579779624938965|;| Let+;+-1.064012885093689|;| us+;+-1.8069010972976685|;| not+;+-2.2303550243377686|;| forget+;+-0.35122427344322205|;| the+;+-0.12234541028738022|;| value+;+-3.3564085960388184|;| of+;+-0.0014146389439702034|;| collaboration+;+-0.8231203556060791|;| and+;+-0.431328684091568|;| hope+;+-1.9527924060821533|;| that+;+-5.524061679840088|;| fuels+;+-0.7866495251655579|;| our+;+-0.06827714294195175|;| progress+;+-0.14802968502044678|;|.+;+-0.18751445412635803|;| Together+;+-2.391418218612671|;|,+;+-0.003027148311957717|;| we+;+-0.05762084200978279|;| can+;+-0.7590343356132507|;| achieve+;+-1.0880022048950195|;| greatness+;+-0.8472927808761597|;| for+;+-3.0005125999450684|;| our+;+-0.9288703203201294|;| future+;+-0.7322021126747131|;| and+;+-1.257616400718689|;| generations+;+-0.23170176148414612|;| to+;+-0.03607703372836113|;| come+;+-0.00033665422233752906|;|.+;+-0.00019328886992298067"
"But as the President suggested, when we unveil the guidelines that the team has been working on, we will inspire confidence among our citizens. It’s crucial to focus on solidarity and compassion. Together, we can tackle challenges and emerge stronger. Let’s foster hope and understanding in these uncertain times. Our commitment to unity and progress will lay the foundation for a brighter future and encourage every individual to contribute positively to our society.","working+;+-0.15860408544540405|;| on+;+-0.05227331444621086|;|,+;+-0.04113476350903511|;| we+;+-1.8419463634490967|;| will+;+-0.6586529016494751|;| inspire+;+-9999.0|;| confidence+;+-0.9029415249824524|;| among+;+-1.3619937896728516|;| our+;+-1.7203400135040283|;| citizens+;+-0.017662139609456062|;|.+;+-0.01757487654685974|;| It+;+-1.1964997053146362|;|’s+;+-0.22960402071475983|;| crucial+;+-0.8683521151542664|;| to+;+-0.5761788487434387|;| focus+;+-4.279837608337402|;| on+;+-0.030578304082155228|;| solidarity+;+-9999.0|;| and+;+-0.16816122829914093|;| compassion+;+-9999.0|;|.+;+-2.3311758041381836|;| Together+;+-1.2540589570999146|;|,+;+-0.0023178455885499716|;| we+;+-0.04078943282365799|;| can+;+-0.15492165088653564|;| tackle+;+-3.412501811981201|;| challenges+;+-1.0321314334869385|;| and+;+-2.370537519454956|;| emerge+;+-1.9938064813613892|;| stronger+;+-0.02095966599881649|;|.+;+-0.08726800233125687|;| Let+;+-1.1555818319320679|;|’s+;+-0.16521969437599182|;| foster+;+-1.7734037637710571|;| hope+;+-3.362332344055176|;| and+;+-0.24057795107364655|;| understanding+;+-2.646324634552002|;| in+;+-1.9245209693908691|;| these+;+-1.515918493270874|;| uncertain+;+-2.1792469024658203|;| times+;+-6.790129555156454e-05|;|.+;+-0.703422486782074|;| Our+;+-2.671931266784668|;| commitment+;+-2.283134698867798|;| to+;+-0.04872509464621544|;| unity+;+-1.3564671277999878|;| and+;+-1.968313217163086|;| progress+;+-0.50809246301651|;| will+;+-0.22186656296253204|;| lay+;+-5.805144786834717|;| the+;+-0.09124161303043365|;| foundation+;+-0.4313679337501526|;| for+;+-0.0003975416184403002|;| a+;+-0.018813481554389|;| brighter+;+-0.05632136017084122|;| future+;+-0.03776717185974121|;| and+;+-6.272285461425781|;| encourage+;+-2.234874725341797|;| every+;+-2.045480728149414|;| individual+;+-0.036595024168491364|;| to+;+-0.0023224835749715567|;| contribute+;+-0.36672061681747437|;| positively+;+-0.16898207366466522|;| to+;+-0.2658662497997284|;| our+;+-0.5396401882171631|;| society+;+-0.5284629464149475|;|.+;+-0.0015171191189438105"
"So--no, we were always going to get it. We never had a problem with it. Amidst the ongoing challenges, a fresh perspective emerges. Embracing change fosters growth and progress. It’s a journey of evolution where solutions bloom unexpectedly. By collaborating and innovating together, we can navigate complexities with confidence. Let’s transform obstacles into opportunities and strive for excellence, ensuring a brighter future for all, driven by unity and shared aspirations.","Am+;+-1.6422946453094482|;|id+;+-2.0219828002154827e-05|;|st+;+-0.30016252398490906|;| the+;+-0.11363919824361801|;| ongoing+;+-3.5772478580474854|;| challenges+;+-1.6746423244476318|;|,+;+-0.07460569590330124|;| a+;+-2.2951128482818604|;| fresh+;+-1.1723971366882324|;| perspective+;+-0.20668843388557434|;| emerges+;+-0.2693420350551605|;|.+;+-0.17780695855617523|;| Em+;+-1.0767511129379272|;|br+;+-0.1563599556684494|;|acing+;+-3.464347173576243e-05|;| change+;+-0.8312610387802124|;| fosters+;+-3.4026501178741455|;| growth+;+-1.207961082458496|;| and+;+-1.252742052078247|;| progress+;+-9999.0|;|.+;+-0.2698735296726227|;| It+;+-2.0865988731384277|;|’s+;+-0.10396166145801544|;| a+;+-4.671467304229736|;| journey+;+-1.073390007019043|;| of+;+-2.448514223098755|;| evolution+;+-9999.0|;| where+;+-2.5398547649383545|;| solutions+;+-9999.0|;| bloom+;+-3.577728271484375|;| unexpectedly+;+-1.4150047302246094|;|.+;+-0.11699556559324265|;| By+;+-2.613715648651123|;| collaborating+;+-1.2907794713974|;| and+;+-0.5803595185279846|;| innov+;+-2.081031322479248|;|ating+;+-0.0004879915213678032|;| together+;+-3.1727454662323|;|,+;+-0.0001766040368238464|;| we+;+-0.15933093428611755|;| can+;+-0.4894629120826721|;| navigate+;+-1.253467082977295|;| complexities+;+-1.0945707559585571|;| with+;+-1.1110299825668335|;| confidence+;+-2.4870944023132324|;|.+;+-0.09589552879333496|;| Let+;+-0.9925512075424194|;|’s+;+-0.06494960188865662|;| transform+;+-9999.0|;| obstacles+;+-0.25971511006355286|;| into+;+-5.5577775128767826e-06|;| opportunities+;+-0.11536037921905518|;| and+;+-2.391730308532715|;| strive+;+-2.421816825866699|;| for+;+-0.13122396171092987|;| excellence+;+-2.661879777908325|;|,+;+-0.9627246260643005|;| ensuring+;+-0.8650880455970764|;| a+;+-0.6780515313148499|;| brighter+;+-0.11124710738658905|;| future+;+-0.15035781264305115|;| for+;+-0.45148584246635437|;| all+;+-0.18040822446346283|;|,+;+-1.9085228443145752|;| driven+;+-2.4103901386260986|;| by+;+-0.0059477598406374454|;| unity+;+-1.2867907285690308|;| and+;+-0.11336653679609299|;| shared+;+-0.508793830871582|;| aspirations+;+-0.4383374750614166|;|.+;+-0.2814362943172455"
"All I'm saying is this: How do you close down the greatest economy in the world? It's a perplexing decision, fraught with risks. We need to think beyond immediate consequences. Balancing public health and economic stability requires a nuanced approach. Collaboration across sectors is vital. Let’s explore innovative solutions that protect our citizens’ welfare while ensuring that business can thrive and innovate. Together, we can navigate these challenges effectively, restoring confidence in our future.","world+;+-0.012450783513486385|;|?+;+-0.10899191349744797|;| It's+;+-0.8868736624717712|;| a+;+-0.27432483434677124|;| perplex+;+-4.453064918518066|;|ing+;+-0.00014072739577386528|;| decision+;+-1.996511459350586|;|,+;+-0.5600053668022156|;| fra+;+-4.6823225021362305|;|ught+;+-4.320199877838604e-07|;| with+;+-3.128163257315464e-07|;| risks+;+-3.771540880203247|;|.+;+-0.8847441673278809|;| We+;+-1.2661938667297363|;| need+;+-1.6230155229568481|;| to+;+-0.10059407353401184|;| think+;+-2.131652593612671|;| beyond+;+-3.5420398712158203|;| immediate+;+-0.3528546094894409|;| consequences+;+-2.635852813720703|;|.+;+-1.4891008138656616|;| Bal+;+-9999.0|;|ancing+;+-4.4849443838757e-06|;| public+;+-1.8303956985473633|;| health+;+-0.020603785291314125|;| and+;+-0.332952082157135|;| economic+;+-0.008322719484567642|;| stability+;+-0.299358606338501|;| requires+;+-1.667423129081726|;| a+;+-1.985634446144104|;| nuanced+;+-0.3213185966014862|;| approach+;+-0.010680384933948517|;|.+;+-0.07590658962726593|;| Collaboration+;+-2.3308823108673096|;| across+;+-1.3308759927749634|;| sectors+;+-0.19502288103103638|;| is+;+-0.25770169496536255|;| vital+;+-1.4078330993652344|;|.+;+-0.21444621682167053|;| Let+;+-1.4771111011505127|;|’s+;+-0.010129900649189949|;| explore+;+-1.2865047454833984|;| innovative+;+-0.07107047736644745|;| solutions+;+-0.10921379923820496|;| that+;+-0.7892731428146362|;| protect+;+-2.1499171257019043|;| our+;+-2.5650129318237305|;| citizens+;+-0.7335602641105652|;|’+;+-6.0420074462890625|;| welfare+;+-2.1167867183685303|;| while+;+-0.07862084358930588|;| ensuring+;+-1.0011568069458008|;| that+;+-2.3446593284606934|;| business+;+-4.940718650817871|;| can+;+-1.1239569187164307|;| thrive+;+-0.04299485683441162|;| and+;+-5.452366352081299|;| innovate+;+-4.970250129699707|;|.+;+-0.2643401324748993|;| Together+;+-0.6777997612953186|;|,+;+-0.0006307095172815025|;| we+;+-0.005884233396500349|;| can+;+-0.0335850715637207|;| navigate+;+-0.8875102400779724|;| these+;+-0.3080204129219055|;| challenges+;+-0.6861891150474548|;| effectively+;+-1.744139313697815|;|,+;+-1.9786434173583984|;| restoring+;+-9999.0|;| confidence+;+-0.37468603253364563|;| in+;+-2.2323102951049805|;| our+;+-0.05890333652496338|;| future+;+-0.10395939648151398|;|.+;+-0.0007749661453999579"
"When we think of more than 619,000 Americans having tested positive, more than 45,000 having succumbed to this virus, it’s crucial to recognize the impact on our communities. Each number represents a life, a family forever changed. We must acknowledge the grief and sorrow felt nationwide. Now, it's time to unite, support one another, and innovate solutions that safeguard public health—fostering resilience and hope amid these unprecedented times we face together as a nation.","succ+;+-2.490511417388916|;|umb+;+-9.610702363715973e-06|;|ed+;+-5.512236498361744e-07|;| to+;+-0.0550251379609108|;| this+;+-0.35941562056541443|;| virus+;+-0.7829169631004333|;|,+;+-7.159660890465602e-05|;| it+;+-0.3808513879776001|;|’s+;+-0.6746124029159546|;| crucial+;+-1.4266688823699951|;| to+;+-0.10593364387750626|;| recognize+;+-1.7171415090560913|;| the+;+-0.02351822517812252|;| impact+;+-2.4001049995422363|;| on+;+-0.13413958251476288|;| our+;+-1.718946933746338|;| communities+;+-0.3466120958328247|;|.+;+-0.01869836263358593|;| Each+;+-0.7216465473175049|;| number+;+-1.5450266599655151|;| represents+;+-0.09984079748392105|;| a+;+-0.018379956483840942|;| life+;+-0.15291057527065277|;|,+;+-0.3961802124977112|;| a+;+-0.013498182408511639|;| family+;+-0.8413247466087341|;| forever+;+-1.348785400390625|;| changed+;+-0.31353846192359924|;|.+;+-0.008118883706629276|;| We+;+-0.5433369278907776|;| must+;+-0.03533314913511276|;| acknowledge+;+-9999.0|;| the+;+-0.5287339091300964|;| grief+;+-1.4141064882278442|;| and+;+-0.576601505279541|;| sorrow+;+-4.143407821655273|;| felt+;+-1.1035172939300537|;| nationwide+;+-0.7436823844909668|;|.+;+-0.3088721036911011|;| Now+;+-3.355745792388916|;|,+;+-1.1007556915283203|;| it's+;+-3.2684738636016846|;| time+;+-0.45846015214920044|;| to+;+-0.47673505544662476|;| unite+;+-0.2621062397956848|;|,+;+-0.45768502354621887|;| support+;+-1.2395628690719604|;| one+;+-0.1443459838628769|;| another+;+-4.36574100604048e-06|;|,+;+-0.00843916367739439|;| and+;+-0.0008203497272916138|;| innovate+;+-9999.0|;| solutions+;+-0.36154118180274963|;| that+;+-0.7050170302391052|;| safeguard+;+-3.2375800609588623|;| public+;+-1.3591337203979492|;| health+;+-0.00017839208885561675|;|—+;+-5.629998207092285|;|f+;+-2.756237506866455|;|ost+;+-0.20650093257427216|;|ering+;+0.0|;| resilience+;+-0.03698386624455452|;| and+;+-0.7382805347442627|;| hope+;+-0.26003497838974|;| amid+;+-2.803570508956909|;| these+;+-1.295920491218567|;| unprecedented+;+-1.2510573863983154|;| times+;+-2.9397573471069336|;| we+;+-3.835855484008789|;| face+;+-0.645484983921051|;| together+;+-0.024098625406622887|;| as+;+-1.9259898662567139|;| a+;+-0.024109452962875366|;| nation+;+-0.06055516377091408|;|.+;+-0.00023929782037157565"
"The next second time that I went with Dr. Birx in--to the President and said, we need to prioritize our public health initiatives. It’s essential to work collaboratively, embracing the collective expertise of scientists and community leaders. Innovation in healthcare delivery must be our focus, empowering individuals to take charge of their wellbeing. Together, we can foster an environment where everyone thrives, ensuring access to essential resources and education for a healthier future.","we+;+-0.2994195818901062|;| need+;+-0.5752432942390442|;| to+;+-0.10387580841779709|;| prioritize+;+-2.3802032470703125|;| our+;+-0.7957749366760254|;| public+;+-2.912494659423828|;| health+;+-0.0003989720717072487|;| initiatives+;+-1.2336257696151733|;|.+;+-0.17372776567935944|;| It+;+-1.182866096496582|;|’s+;+-0.05904548242688179|;| essential+;+-0.925083577632904|;| to+;+-0.8259674906730652|;| work+;+-9999.0|;| collaboratively+;+-0.25602200627326965|;|,+;+-1.14695143699646|;| embracing+;+-4.38962459564209|;| the+;+-3.642542600631714|;| collective+;+-4.2093095779418945|;| expertise+;+-0.5824956893920898|;| of+;+-0.4630586504936218|;| scientists+;+-1.9505276679992676|;| and+;+-0.08263374119997025|;| community+;+-1.5240446329116821|;| leaders+;+-0.0001940040965564549|;|.+;+-0.14577718079090118|;| Innovation+;+-9999.0|;| in+;+-1.8279826641082764|;| healthcare+;+-0.3636181652545929|;| delivery+;+-4.068454265594482|;| must+;+-1.9371812343597412|;| be+;+-0.32796511054039|;| our+;+-0.7649410367012024|;| focus+;+-0.3592144846916199|;|,+;+-0.6640521287918091|;| empowering+;+-5.548284530639648|;| individuals+;+-0.9808769226074219|;| to+;+-0.974309504032135|;| take+;+-0.9420570731163025|;| charge+;+-0.15229563415050507|;| of+;+-0.0032355827279388905|;| their+;+-5.3358446166384965e-05|;| wellbeing+;+-2.5638766288757324|;|.+;+-0.00904811080545187|;| Together+;+-0.920527994632721|;|,+;+-0.001049362006597221|;| we+;+-0.07050605863332748|;| can+;+-0.02984432503581047|;| foster+;+-1.38849675655365|;| an+;+-2.0304884910583496|;| environment+;+-0.012068667449057102|;| where+;+-0.5262228846549988|;| everyone+;+-1.640029788017273|;| thrives+;+-0.9698801636695862|;|,+;+-0.07495711743831635|;| ensuring+;+-0.8252645134925842|;| access+;+-1.4378377199172974|;| to+;+-0.06743748486042023|;| essential+;+-2.5024585723876953|;| resources+;+-0.4759581387042999|;| and+;+-0.41431358456611633|;| education+;+-3.218717098236084|;| for+;+-0.25590553879737854|;| a+;+-0.571344256401062|;| healthier+;+-0.08655810356140137|;| future+;+-0.17990395426750183|;|.+;+-0.029063725844025612"
"And after that, I said, ""Oh, make sure that's in the bill."" It was amazing As we look ahead, there are countless possibilities awaiting us. Embracing change is essential; progress flourishes in a climate of innovation. Every step taken with intention can lead to remarkable outcomes. Let’s gather our thoughts, explore new ideas, and forge ahead with zeal. Together, we can transform challenges into opportunities, paving the way for a brighter future for all.","As+;+-1.252070426940918|;| we+;+-2.0014634132385254|;| look+;+-4.065652370452881|;| ahead+;+-0.41746044158935547|;|,+;+-0.015332828275859356|;| there+;+-3.6447811126708984|;| are+;+-0.503691554069519|;| countless+;+-0.3654821217060089|;| possibilities+;+-1.2402464151382446|;| awaiting+;+-1.903275966644287|;| us+;+-0.2673088014125824|;|.+;+-0.019370179623365402|;| Em+;+-1.9374091625213623|;|br+;+-0.20540980994701385|;|acing+;+-2.9160102712921798e-05|;| change+;+-0.7460376620292664|;| is+;+-1.6913182735443115|;| essential+;+-0.49766919016838074|;|;+;+-0.7827220559120178|;| progress+;+-5.234638690948486|;| flour+;+-4.540632247924805|;|ishes+;+-4.842555426876061e-06|;| in+;+-1.7915984392166138|;| a+;+-3.5278289318084717|;| climate+;+-1.0575402975082397|;| of+;+-0.007458138279616833|;| innovation+;+-0.5028859376907349|;|.+;+-0.6938744783401489|;| Every+;+-3.0836970806121826|;| step+;+-1.1070317029953003|;| taken+;+-1.239099144935608|;| with+;+-4.946266174316406|;| intention+;+-1.3868730068206787|;| can+;+-1.6635445356369019|;| lead+;+-0.3604399561882019|;| to+;+-0.04939159005880356|;| remarkable+;+-0.8103704452514648|;| outcomes+;+-0.19942976534366608|;|.+;+-0.10784249007701874|;| Let+;+-0.9189120531082153|;|’s+;+-0.43815311789512634|;| gather+;+-3.4820961952209473|;| our+;+-0.3413279056549072|;| thoughts+;+-1.9673092365264893|;|,+;+-0.34906089305877686|;| explore+;+-3.2156944274902344|;| new+;+-0.2656400501728058|;| ideas+;+-1.2076454162597656|;|,+;+-0.013765353709459305|;| and+;+-0.00010008628305513412|;| forge+;+-2.951082706451416|;| ahead+;+-1.4480996131896973|;| with+;+-0.7256906628608704|;| zeal+;+-9999.0|;|.+;+-0.17401699721813202|;| Together+;+-0.7712504267692566|;|,+;+-0.0009273029863834381|;| we+;+-0.026167800650000572|;| can+;+-0.10418660193681717|;| transform+;+-2.0179057121276855|;| challenges+;+-0.6797664761543274|;| into+;+-3.173704271830502e-06|;| opportunities+;+-0.05315620079636574|;|,+;+-0.6697602272033691|;| paving+;+-2.3600358963012695|;| the+;+-0.10725488513708115|;| way+;+-0.024812906980514526|;| for+;+-0.010226892307400703|;| a+;+-0.023024166002869606|;| brighter+;+-0.04091794788837433|;| future+;+-0.25808337330818176|;| for+;+-0.8641817569732666|;| all+;+-0.14420276880264282|;|.+;+-0.03452640399336815"
"But the big thing, never quit, never give up; do something you love. When you embrace your passions, doors will open in unexpected ways. Each attempt brings fresh lessons. Seek inspiration in the smallest victories, even if challenges loom large. Remember, perseverance is key. Surround yourself with supportive allies who share your vision. Keep pushing boundaries, and watch as your dreams transform into reality, illuminating paths for others to follow.","embr+;+-1.4754654169082642|;|ace+;+-4.320199877838604e-07|;| your+;+-0.7448357343673706|;| passions+;+-0.165357306599617|;|,+;+-0.13571961224079132|;| doors+;+-4.166914939880371|;| will+;+-0.6283923387527466|;| open+;+-0.065848708152771|;| in+;+-1.1411776542663574|;| unexpected+;+-0.2780432105064392|;| ways+;+-0.006863255053758621|;|.+;+-0.0017582408618181944|;| Each+;+-1.850562572479248|;| attempt+;+-2.4408488273620605|;| brings+;+-1.7720171213150024|;| fresh+;+-4.458111763000488|;| lessons+;+-1.5603244304656982|;|.+;+-4.363855361938477|;| Seek+;+-3.902971029281616|;| inspiration+;+-1.8776038885116577|;| in+;+-0.402785062789917|;| the+;+-0.8969384431838989|;| smallest+;+-2.470637798309326|;| victories+;+-1.0357459783554077|;|,+;+-0.5673683285713196|;| even+;+-5.952894687652588|;| if+;+-1.5783154964447021|;| challenges+;+-4.860188007354736|;| loom+;+-0.6414029598236084|;| large+;+-0.04678954556584358|;|.+;+-0.0012996421428397298|;| Remember+;+-0.9170111417770386|;|,+;+-0.02553236484527588|;| perseverance+;+-1.4107855558395386|;| is+;+-1.1568044424057007|;| key+;+-0.6681777834892273|;|.+;+-0.4584156274795532|;| Surround+;+-0.43779924511909485|;| yourself+;+-0.0021347946021705866|;| with+;+-1.8624639324116288e-06|;| supportive+;+-1.6974939107894897|;| allies+;+-5.412069797515869|;| who+;+-0.46350693702697754|;| share+;+-2.9537353515625|;| your+;+-0.005708000622689724|;| vision+;+-0.16156888008117676|;|.+;+-0.1315978467464447|;| Keep+;+-4.716074466705322|;| pushing+;+-0.6234251856803894|;| boundaries+;+-3.060866355895996|;|,+;+-0.3759846091270447|;| and+;+-0.44333258271217346|;| watch+;+-3.519710063934326|;| as+;+-0.4204865097999573|;| your+;+-0.7253310680389404|;| dreams+;+-0.954031229019165|;| transform+;+-0.96820467710495|;| into+;+-0.040689170360565186|;| reality+;+-0.08874641358852386|;|,+;+-0.7067021727561951|;| illuminating+;+-1.8014870882034302|;| paths+;+-1.009511113166809|;| for+;+-1.914341926574707|;| others+;+-0.06135718524456024|;| to+;+-0.17325463891029358|;| follow+;+-0.0008598887361586094|;|.+;+-0.4728372097015381"
"If you're Democrat, you have automatic protection. That's years and years of people putting in place safeguards. It's crucial to understand that policies should prioritize equality for all. We must advocate for constructive dialogue and progress, ensuring no one feels marginalized. Let’s work together with empathy and commitment to foster a society that uplifts everyone, embracing diverse perspectives while seeking common ground. Together, we can build a future where all voices are heard.","place+;+-0.781666100025177|;| safeguards+;+-2.776508331298828|;|.+;+-2.9901161193847656|;| It's+;+-1.593624234199524|;| crucial+;+-1.4290021657943726|;| to+;+-0.2291107028722763|;| understand+;+-0.7185147404670715|;| that+;+-0.44821205735206604|;| policies+;+-3.4916977882385254|;| should+;+-1.9610322713851929|;| prioritize+;+-1.740809440612793|;| equality+;+-5.973033428192139|;| for+;+-1.101165533065796|;| all+;+-0.29694870114326477|;|.+;+-1.209157943725586|;| We+;+-0.8739029765129089|;| must+;+-0.34308913350105286|;| advocate+;+-3.8335835933685303|;| for+;+-0.0071712820790708065|;| constructive+;+-4.1393938064575195|;| dialogue+;+-0.1993715763092041|;| and+;+-0.8855698108673096|;| progress+;+-9999.0|;|,+;+-0.7012789845466614|;| ensuring+;+-1.6222375631332397|;| no+;+-3.3261401653289795|;| one+;+-0.858123242855072|;| feels+;+-0.706351637840271|;| marginalized+;+-0.3833610713481903|;|.+;+-0.0668170377612114|;| Let+;+-3.080883502960205|;|’s+;+-0.03408234193921089|;| work+;+-1.8460147380828857|;| together+;+-0.6607105135917664|;| with+;+-5.520504474639893|;| empathy+;+-1.621802568435669|;| and+;+-0.3149828016757965|;| commitment+;+-3.1846227645874023|;| to+;+-0.9995425939559937|;| foster+;+-1.5251129865646362|;| a+;+-0.780270516872406|;| society+;+-0.6590241193771362|;| that+;+-1.716225266456604|;| upl+;+-1.1774184703826904|;|ifts+;+0.0|;| everyone+;+-0.7886019349098206|;|,+;+-0.41390541195869446|;| embracing+;+-2.841097593307495|;| diverse+;+-0.7203447222709656|;| perspectives+;+-0.12910623848438263|;| while+;+-1.1535528898239136|;| seeking+;+-3.178523063659668|;| common+;+-0.6719235181808472|;| ground+;+-0.01463398803025484|;|.+;+-0.4185420274734497|;| Together+;+-2.592303991317749|;|,+;+-0.002846483374014497|;| we+;+-0.027678806334733963|;| can+;+-0.00811025220900774|;| build+;+-1.07841157913208|;| a+;+-0.0530376099050045|;| future+;+-1.5195188522338867|;| where+;+-2.414858818054199|;| all+;+-2.2797350883483887|;| voices+;+-0.016662131994962692|;| are+;+-0.8816357851028442|;| heard+;+-0.32287997007369995|;|.+;+-0.31638258695602417"
"In the last three years, ICE has arrested over 5,000 wicked human traffickers. And I appreciate the determination of our law enforcement agencies. Their work demonstrates a commitment to safeguarding our communities. Moving forward, we must establish stronger cooperation across all levels of government. Together, we can foster an environment where safety prevails, and individuals can thrive without fear. Let us unite in this mission for a brighter, safer future for everyone.","app+;+-4.035361289978027|;|reci+;+-2.463036435074173e-05|;|ate+;+-8.41866585687967e-06|;| the+;+-0.0909859761595726|;| determination+;+-5.874610900878906|;| of+;+-0.5328361392021179|;| our+;+-0.4780372679233551|;| law+;+-0.03772630915045738|;| enforcement+;+-1.2233183042553719e-05|;| agencies+;+-0.7061276435852051|;|.+;+-0.865509033203125|;| Their+;+-0.6286779642105103|;| work+;+-4.622287750244141|;| demonstrates+;+-6.228874683380127|;| a+;+-0.6109548211097717|;| commitment+;+-0.4050947427749634|;| to+;+-0.007014437112957239|;| safeguarding+;+-2.6647281646728516|;| our+;+-0.38568559288978577|;| communities+;+-0.043048176914453506|;|.+;+-0.2771362066268921|;| Moving+;+-2.430190086364746|;| forward+;+-0.0011472448240965605|;|,+;+-3.416665640543215e-05|;| we+;+-0.34428051114082336|;| must+;+-0.06750112026929855|;| establish+;+-9999.0|;| stronger+;+-0.7410281300544739|;| cooperation+;+-5.355222702026367|;| across+;+-1.5576826333999634|;| all+;+-1.2990251779556274|;| levels+;+-0.17536486685276031|;| of+;+-0.07489307969808578|;| government+;+-0.006323473993688822|;|.+;+-0.5502186417579651|;| Together+;+-1.4388662576675415|;|,+;+-0.0016294787637889385|;| we+;+-0.08823402971029282|;| can+;+-0.05617011711001396|;| foster+;+-2.968780517578125|;| an+;+-1.046857476234436|;| environment+;+-0.005800924729555845|;| where+;+-0.43474093079566956|;| safety+;+-0.6829546689987183|;| prev+;+-0.6509137153625488|;|ails+;+0.0|;|,+;+-0.4855125844478607|;| and+;+-0.6360403895378113|;| individuals+;+-2.5053534507751465|;| can+;+-0.5073114037513733|;| thrive+;+-0.14096111059188843|;| without+;+-0.20490072667598724|;| fear+;+-0.14355413615703583|;|.+;+-0.02559777908027172|;| Let+;+-1.1477727890014648|;| us+;+-0.8286668062210083|;| unite+;+-0.29073038697242737|;| in+;+-0.697638988494873|;| this+;+-0.4111286997795105|;| mission+;+-1.262475848197937|;| for+;+-1.4604215621948242|;| a+;+-0.22477565705776215|;| brighter+;+-0.15707184374332428|;|,+;+-0.24523992836475372|;| safer+;+-3.3408637046813965|;| future+;+-0.049326229840517044|;| for+;+-0.00858927983790636|;| everyone+;+-0.4386123716831207|;|.+;+-0.202632337808609"
