Input,Result
"Citizenship means standing up for everyone's right to vote. Last year, part of the Voting Rights Act was weakened. But conservative Republicans and liberal Democrats are working together to strengthen it; and the bipartisan commission I appointed last year has offered reforms so that no one has to wait more than a half hour to vote. Let's support these efforts. It should be the power of our vote, not the size of our bank account, that drives our democracy.",yes
"It is wonderful to be back in Cooper Union, where generations of leaders and citizens have come to defend their ideas and contest their differences. It's also good to be back in Lower Manhattan, a few blocks from Wall Street. It really is good to be back, because Wall Street is the heart of our nation's financial sector.",yes
This idea came from a bill written by a Texas Republican and a Massachusetts Democrat. The idea for a big boost in construction is supported by America's largest business organization and America's largest labor organization. It's the kind of proposal that's been supported in the past by Democrats and Republicans alike. You should pass it right away.,no
"The bipartisan fiscal commission I created last year made this crystal clear. I don't agree with all their proposals, but they made important progress. And their conclusion is that the only way to tackle our deficit is to cut excessive spending wherever we find it -- in domestic spending, defense spending, health care spending, and spending through tax breaks and loopholes.",yes
"We're offering a better path, where we -- a future where we keep investing in wind and solar and clean coal; where farmers and scientists harness new biofuels to power our cars and trucks; where construction workers build homes and factories that waste less energy; where we develop a hundred-year supply of natural gas that's right beneath our feet. If you choose this path, we can cut our oil imports in half by 2020 and support more than 600,000 new jobs in natural gas alone.",yes
"So I think what we're going to need to do and what the American people want is for us to mix and match ideas, figure out those areas where we can agree on, move forward on those, disagree without being disagreeable on those areas that we can't agree on. If we accomplish that, then there will be time for politics later, but over the next year I think we can solidify this recovery and give people a little more confidence out there.",yes
"For young Israelis, I know that these issues of security are rooted in an experience that is even more fundamental than the pressing threat of the day. You live in a neighborhood where many of your neighbors have rejected the right of your nation to exist. Your grandparents had to risk their lives and all that they had to make a place for themselves in this world. Your parents lived through war after war to ensure the survival of the Jewish state. Your children grow up knowing that people they've never met may hate them because of who they are, in a region that is full of turmoil and changing underneath your feet.",no
"Are we a nation that educates the world's best and brightest in our universities, only to send them home to create businesses in countries that compete against us? Or are we a nation that encourages them to stay and create jobs here, create businesses here, create industries right here in America?",yes
"The information that we recovered from bin Laden's compound shows al Qaeda under enormous strain. Bin Laden expressed concern that al Qaeda had been unable to effectively replace senior terrorists that had been killed, and that al Qaeda has failed in its effort to portray America as a nation at war with Islam -- thereby draining more widespread support. Al Qaeda remains dangerous, and we must be vigilant against attacks. But we have put al Qaeda on a path to defeat, and we will not relent until the job is done.",no
"That is the choice that must be made -- not simply in the Israeli-Palestinian conflict, but across the entire region -- a choice between hate and hope; between the shackles of the past and the promise of the future. It's a choice that must be made by leaders and by the people, and it's a choice that will define the future of a region that served as the cradle of civilization and a crucible of strife.",yes
"I believe that as hard as it will be, the change we need is coming. Because I've seen it. Because I've lived it. I've seen it in Illinois, when we provided health care to more children and moved more families from welfare to work. I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.",yes
"For all of our differences, the Cuban and American people share common values in their own lives. A sense of patriotism and a sense of pride -- a lot of pride. A profound love of family. A passion for our children, a commitment to their education. And that's why I believe our grandchildren will look back on this period of isolation as an aberration, as just one chapter in a longer story of family and of friendship.",yes
"We should start with our tax code. Right now, companies get tax breaks for moving jobs and profits overseas. Meanwhile, companies that choose to stay in America get hit with one of the highest tax rates in the world. It makes no sense, and everyone knows it. So let's change it.",no
"Now, what's true for natural gas is just as true for clean energy. In three years, our partnership with the private sector has already positioned America to be the world's leading manufacturer of high-tech batteries. Because of federal investments, renewable energy use has nearly doubled, and thousands of Americans have jobs because of it.",yes
"In 2011, Congress passed a law saying that if both parties couldn't agree on a plan to reach our deficit goal, about a trillion dollars' worth of budget cuts would automatically go into effect this year. These sudden, harsh, arbitrary cuts would jeopardize our military readiness. They'd devastate priorities like education, and energy, and medical research. They would certainly slow our recovery, and cost us hundreds of thousands of jobs. That's why Democrats, Republicans, business leaders, and economists have already said that these cuts, known here in Washington as the sequester, are a really bad idea.",yes
"As soon as I took office, I asked this Congress to send me a recovery plan by President's Day that would put people back to work and put money in their pockets, not because I believe in bigger Government--I don't--not because I'm not mindful of the massive debt we've inherited--I am. I called for action because the failure to do so would have cost more jobs and caused more hardship. In fact, a failure to act would have worsened our long-term deficit by assuring weak economic growth for years. And that's why I pushed for quick action. And tonight I am grateful that this Congress delivered and pleased to say that the American Recovery and Reinvestment Act is now law.",yes
"I want to be clear: The differences between our governments over these many years are real and they are important. I'm sure President Castro would say the same thing -- I know, because I've heard him address those differences at length. But before I discuss those issues, we also need to recognize how much we share. Because in many ways, the United States and Cuba are like two brothers who've been estranged for many years, even as we share the same blood.",yes
"For decades then, there has been a stalemate: two peoples with legitimate aspirations, each with a painful history that makes compromise elusive. It's easy to point fingers, for Palestinians to point to the displacement brought about by Israel's founding and for Israelis to point to the constant hostility and attacks throughout its history from within its borders, as well as beyond. But if we see this conflict only from one side or the other, then we will be blind to the truth. The only resolution is for the aspirations of both sides to be met through two states, where Israelis and Palestinians each live in peace and security.",no
"Because we know we can't power America's future on energy that's controlled by foreign dictators, we are taking big steps down the road to energy independence, laying the groundwork for new green energy economies that can create countless well-paying jobs. It's an investment that will double the amount of renewable energy produced over the next three years. Think about that -- double the amount of renewable energy in three years. Provide tax credits and loan guarantees to companies like Namaste, a company that will be expanding, instead of laying people off, as a result of the plan that I'm about to sign.",yes
